Sample #,time 0,time 1,time 2,time 3,time 4,time 5,time 6,time 7,time 8,time 9,time 10,time 11,time 12,time 13,time 14,time 15,time 16,time 17,time 18,time 19,time 20,time 21,time 22,time 23,time 24,time 25,time 26,time 27,time 28,time 29,time 30,time 31,time 32,time 33,time 34,time 35,time 36,time 37,time 38,time 39,
0,39.5049,2.91884,-0.845012,-0.136177,-4.49464,4.22508,-2.81837,-3.5542,0.391706,-3.88013,-5.98122,-4.12318,-4.69473,-4.81175,-1.67815,-2.5396,-1.48434,-3.03521,1.64163,-3.1099,1.27392,0.241968,0.422227,0.287313,-4.02728,1.50455,-0.757915,-0.0750743,1.72815,-2.24996,-0.854418,2.62386,-2.50612,-1.22293,2.0989,2.31065,1.08383,2.70578,2.53384,-1.02478,
1,46.4904,1.98676,3.72503,-0.580714,-2.84202,1.36769,-1.05028,-2.62393,-5.13937,1.03345,-2.40602,0.224586,0.702812,3.27344,-0.713726,2.76001,-0.983692,-0.590259,0.00263868,-4.94645,-3.19216,-3.49115,0.170429,-1.06409,-3.10494,5.46496,-2.12826,0.751727,-0.717175,2.2498,-2.61435,-4.06775,-1.36963,-0.347008,-2.10508,-0.402156,2.12747,0.73115,-1.65992,2.63478,
2,42.8861,1.94453,3.72195,-1.01712,-0.28019,-0.650928,-0.339613,-0.0683513,3.45732,-0.287207,-4.20176,-1.36883,-2.76634,-0.875822,6.25665,-1.72587,-2.03184,-2.94042,-0.453964,-0.879023,0.405369,-0.147049,1.38797,-2.71217,0.536304,2.27851,2.11474,3.26067,-3.61488,0.701415,-4.1,-1.97721,-0.510425,-0.0519265,-1.56941,-3.30913,-3.02116,-4.91103,0.842114,2.92313,
3,36.5646,1.44265,2.72697,2.58996,-3.59361,1.70048,1.57766,0.829027,-2.0017,-1.83755,3.80719,0.871311,-2.32646,-1.57017,1.58387,-1.37502,-1.20588,0.979027,0.102886,-1.53821,-0.116927,-0.950694,-0.690253,-5.50186,0.898348,-1.37362,-1.88439,-3.53553,-1.31495,1.34687,0.572484,-2.79155,-1.08797,-1.34835,-4.67758,2.32181,-1.99321,2.186,1.16684,-0.117104,
4,38.6446,5.97605,-0.998604,-2.26456,-3.59614,-4.17361,-3.46094,1.26104,3.18644,1.70589,-1.92951,1.81601,-1.8789,-2.05862,-1.0956,0.281379,-2.53045,2.2236,-2.5501,2.33409,-2.50838,-2.45794,-1.666,0.278616,2.06272,4.06214,-3.08142,-1.47154,-0.703448,-0.627978,1.78877,-1.44591,-1.09546,4.00735,0.111526,1.65878,0.270076,1.39265,-2.84365,-2.16675,
5,47.1573,2.3791,0.421029,-1.95921,-1.58866,-5.24795,2.57737,3.1961,-1.00362,-2.97721,-0.520216,-2.13368,3.69392,-0.901014,-1.23404,-2.38031,2.67815,1.44985,-4.31554,-2.48465,1.83289,0.771831,-1.33918,2.69425,3.4353,4.00221,2.1042,-0.328592,1.96724,-5.7688,-1.13519,-4.02142,-5.51882,-3.83408,2.61414,1.07032,-0.445824,-0.872013,1.81336,3.54554,
6,34.9866,0.296368,0.157982,0.892735,-0.369343,0.477337,-0.841815,0.0966697,0.249518,-1.80212,-2.86352,-6.09006,-0.577455,-1.55466,-3.73988,-0.983973,-0.0753324,-0.505091,-2.9975,0.0645211,0.341455,-2.39478,0.916553,-1.125,-1.21461,1.00139,2.18842,-1.33794,-2.96682,0.169678,1.00965,-0.0954455,1.52052,1.93155,0.202668,-1.76908,1.28931,1.13871,1.87025,-1.40192,
7,34.5722,4.21979,4.08947,-1.48085,-1.02326,2.83109,-1.52437,-2.78137,-0.632052,-1.50917,1.53312,3.00168,1.37785,-0.934669,1.21096,0.566369,-3.93899,-2.85626,-2.03591,-0.192379,0.438537,-0.939416,-1.36463,1.9608,-5.43338,0.876568,0.663787,2.1644,1.74744,2.99185,-2.4469,1.43062,-3.0952,2.81407,-2.16864,0.873414,-2.19519,2.75462,-0.816257,1.75104,
8,39.489,3.06401,-1.11844,-3.20581,1.71462,0.475823,-0.605625,1.23602,2.41034,0.46847,-2.44234,1.99285,3.00212,-4.54648,-3.81191,-0.929113,-3.60526,1.705,-2.40602,3.8364,2.54299,1.67783,0.474071,2.65507,2.17349,-0.18219,0.750439,-2.04431,0.282076,2.43543,0.20342,-0.300495,-2.81479,0.737958,-1.92766,-4.21439,-1.22495,-1.85447,-0.847829,-0.604202,
9,38.4751,3.33067,1.90059,-0.560525,4.3759,-0.0630396,-1.11028,-0.683481,-2.55677,-1.24012,5.03478,1.15013,0.680747,-3.47695,0.310307,-2.7145,-3.22543,-3.93698,-4.86997,-0.565086,2.55574,4.68088,2.11071,-3.36379,-2.11658,-2.79183,0.452369,-1.22648,0.0363279,-2.33055,-6.41916,-1.38726,-4.03515,-1.74825,-0.210002,-1.91541,-2.88459,2.40482,-1.84177,3.48491,
