Sample #,time 0,time 1,time 2,time 3,time 4,time 5,time 6,time 7,time 8,time 9,time 10,time 11,time 12,time 13,time 14,time 15,time 16,time 17,time 18,time 19,time 20,time 21,time 22,time 23,time 24,time 25,time 26,time 27,time 28,time 29,time 30,time 31,time 32,time 33,time 34,time 35,time 36,time 37,time 38,time 39,
0,29.3559,0.220353,0.654628,-0.857113,-1.71048,-1.19532,0.106565,-0.344853,-1.38147,-1.79352,0.488015,0.803829,0.165391,-1.19955,0.791283,0.175161,-0.778286,-0.400672,-0.126357,0.0786684,-0.395652,-0.420821,0.031429,0.767839,-1.72452,-0.863016,-0.0399848,0.00384135,0.731307,0.296264,-0.0649092,-0.0833348,2.22768,-0.994128,-0.552178,0.122812,1.05736,-0.150723,-0.595448,1.92485,
1,26.5595,0.610483,0.151948,0.395784,-0.94373,1.06146,1.6314,0.524273,2.51866,-0.748975,0.11972,0.292822,-0.110303,0.0388699,-0.720484,1.24145,1.62992,-0.681956,2.19913,-0.497457,1.20571,0.425762,0.141459,-0.852085,-0.346371,-1.87847,-0.44817,1.16394,0.853742,0.087705,0.0763879,0.213936,0.440979,0.294846,-0.915471,-0.732188,-0.23222,-0.788322,-0.0564415,0.828872,
2,25.526,0.0612797,-2.05766,-1.06757,-0.23068,0.982529,-1.91979,-0.914867,-1.28464,-0.983921,-0.697381,-0.404001,0.179801,-1.02334,-0.083994,-1.74077,-0.208044,-0.815527,0.707317,1.39841,-0.198813,-0.716829,-0.332967,-0.483835,0.716698,-0.805234,-0.925337,0.378161,-0.749888,-0.382963,-1.20502,1.01261,-0.334744,-0.758261,-0.936217,-0.762697,-0.516772,-1.32172,-0.288254,0.454419,
3,26.3821,0.229697,-0.23226,-0.374082,0.618504,0.558673,-0.280108,-0.0952,-1.10181,2.87845,0.964375,1.91937,-0.829083,-1.70643,-0.352835,-0.0845438,-0.325671,0.0693176,0.23653,0.751293,-0.842487,0.492887,0.557985,-0.908271,0.957801,1.06348,0.962975,-0.964095,1.51783,-0.203904,0.173981,-0.685977,-0.150188,-0.227933,-0.391482,-1.61024,-0.00115012,0.706292,0.57212,1.71434,
4,27.1332,-0.0768801,-0.955617,-0.316018,-0.488803,-0.482888,-0.353274,0.317651,0.51796,0.543568,1.36862,-0.350334,-0.803861,-1.48881,-0.447835,-0.621625,-0.238016,0.337774,-0.41179,0.74124,1.65393,-1.59787,1.12953,0.656964,0.994858,-0.054167,-0.778607,-0.447719,-0.168408,0.384687,-0.0465775,-0.303904,1.33151,0.858649,-0.980459,-1.48247,0.836924,0.037727,-1.34449,1.61259,
5,28.7987,2.33725,0.650002,0.222121,1.06913,-0.503747,0.421386,-0.00211482,-0.572253,-0.190111,0.418086,-1.70218,-0.721131,1.94251,0.162718,-0.94384,-0.943441,0.218482,-0.130276,1.03906,0.255644,1.06796,-1.24978,0.00532081,-1.86022,-0.533712,0.295737,-1.15388,-0.487419,1.27131,-0.184422,0.608599,-0.0642063,-2.09306,-1.36097,-0.116498,1.09722,0.566863,1.18546,0.272602,
6,28.036,-1.3312,1.25827,0.55602,0.39642,1.75711,-0.146308,0.364307,0.0178993,-0.218409,0.887496,0.349103,-1.31481,-0.526893,-0.545999,1.67789,-0.773734,-1.04802,0.142671,-1.58405,1.34572,-0.631157,-1.06055,0.279022,0.196145,-0.421695,-0.546059,-0.0347523,-0.0528588,-0.405518,1.0469,1.65376,-0.960268,-0.627637,0.86503,0.402836,-0.176415,0.0911818,-0.790765,-0.0256943,
7,29.571,1.0407,1.28452,2.29757,0.347992,0.00848949,-1.22003,1.94153,-1.10524,1.46405,1.07242,-0.547152,-1.66108,0.784545,-0.52088,-0.680094,-1.91722,-1.16667,0.204079,1.52416,-0.77749,-0.856655,0.302007,1.50938,1.49419,-1.08973,-1.44607,1.79762,-1.40126,-0.602931,-0.949947,3.05201,1.47943,-1.41256,0.753246,-0.174656,-0.507331,-0.184245,0.386633,1.09868,
8,26.871,-0.465932,-1.10976,-2.30211,1.02737,-0.140936,0.857496,-1.48193,0.00466412,-1.81151,0.463225,-0.328208,-1.48837,0.0960816,0.115358,-1.04768,-0.84794,-1.05257,-1.4342,-0.692963,-0.600671,-0.748927,1.18424,-0.189891,1.35179,-0.672639,0.447808,-1.52873,0.391846,-0.21013,2.02935,-0.185297,-0.535576,-1.04932,1.10595,-0.948203,0.32602,-0.39345,-1.21093,-0.0342335,
9,29.59,1.78032,0.375404,0.382309,-0.0513133,0.23506,-0.592585,-0.140304,0.158025,-0.322369,1.92091,-0.700651,1.26568,0.085264,-0.0101792,0.885505,-2.13147,-0.113764,-2.32697,0.817352,1.33268,0.276033,-2.34061,-1.50296,-0.0496753,-0.401346,0.30589,0.310613,0.519478,0.956729,2.05351,0.00329733,-1.29648,1.27749,-0.528828,-0.525266,-0.906559,0.000402249,1.38569,2.82413,
