Sample #,time 0,time 1,time 2,time 3,time 4,time 5,time 6,time 7,time 8,time 9,time 10,time 11,time 12,time 13,time 14,time 15,time 16,time 17,time 18,time 19,time 20,time 21,time 22,time 23,time 24,time 25,time 26,time 27,time 28,time 29,time 30,time 31,time 32,time 33,time 34,time 35,time 36,time 37,time 38,time 39,
0,26.6343,-1.62544,-0.324063,0.855227,-0.127165,-1.66348,-0.415398,-0.364219,-0.0526255,-0.269917,-0.571947,-0.318832,-1.0536,-1.06619,-1.63492,-1.09564,-0.255662,-0.153534,-0.837523,0.211986,-0.408724,0.410878,1.78056,0.153028,-2.61423,-0.678282,1.46489,0.945441,2.21666,-0.668837,-0.295589,-0.206531,0.552256,-1.38603,-1.2366,0.305446,0.467708,0.340343,1.0789,1.51431,
1,30.192,0.346686,0.102177,-0.774914,1.83618,0.209136,0.846962,2.89158,1.29952,1.03678,1.42243,0.559843,0.0581682,0.190278,1.05344,-1.90415,-0.689462,0.570054,0.133545,1.76024,-0.909714,0.543659,1.46552,-0.139464,0.383873,1.42891,-0.498925,0.916849,0.57756,0.429924,-0.824183,0.497391,-0.192408,-0.173163,-1.37005,-0.82105,0.849249,0.320389,0.0292353,1.31656,
2,30.1255,0.270349,-0.513139,1.03052,0.0987313,-0.294052,-2.17902,-0.174934,-0.28896,-1.76828,-1.44336,-0.663745,-0.126526,-0.461634,1.18644,-0.461582,0.68905,0.146965,-1.7534,-1.98774,-0.520254,-1.50503,-0.728245,-0.826271,0.645176,-0.832966,-0.53872,-0.324819,1.11305,-1.22485,-1.27668,-0.646428,1.17097,-0.629301,0.360963,-1.58278,-0.00522203,-1.01036,0.701229,3.39856,
3,27.7158,1.04894,3.33096,-0.560102,-2.27397,-0.50165,0.918465,1.47197,0.176942,-0.064404,0.760668,0.10717,-0.527536,0.325215,-0.431518,0.0600355,-0.0304725,0.563568,0.349671,-1.11385,-2.00009,-0.408485,1.10024,2.48906,1.03223,1.41072,-0.961389,-0.296469,-0.148844,-0.751803,-0.663447,-2.08129,1.55541,-1.38911,-0.0376467,0.306927,1.25515,-1.48332,-1.23351,1.9498,
4,30.2065,3.62475,0.750831,2.26819,1.62828,2.48646,0.693702,2.82571,0.587514,0.881256,0.349242,0.770811,0.181361,1.00928,-0.702576,-0.254949,-1.78979,-0.0330544,-1.50926,-1.11593,-0.123113,-0.22891,0.109181,0.500389,-1.597,-1.27384,-1.12851,0.0897333,-1.05205,0.165672,0.747167,-0.0402279,1.72608,1.53396,0.156569,0.939493,0.359447,2.13163,1.11575,2.97271,
5,27.8095,-0.910641,0.234424,-1.59138,-1.12969,-2.05691,2.08832,-0.224112,2.90824,0.565805,-1.9964,0.299131,0.116947,1.76046,1.13004,0.673401,1.34731,-0.850572,0.0439233,0.370213,-2.48761,-0.0698858,0.14548,-1.41998,0.0493826,-0.0858695,-0.628748,-1.47605,0.0524852,0.696901,-1.53467,-0.075376,1.11402,-0.423309,0.190621,-1.37136,-0.731655,0.602088,0.406453,0.0912031,
6,28.1623,1.94388,1.58038,0.483242,0.0796248,-0.813514,-0.273978,-2.16334,-0.499355,-0.874777,-1.16712,-0.26718,-0.117791,-0.373016,0.232162,-3.44567,-0.377823,0.342087,-1.21383,-0.433172,0.226054,1.92081,-1.41612,1.04312,-0.257365,0.204504,-0.0767505,0.851011,-1.23506,2.68643,0.594691,0.855511,1.15272,-0.0340804,0.0157165,0.684706,0.671772,1.21005,-1.20855,3.60779,
7,33.364,0.152523,0.769154,-1.23291,2.00794,0.115281,-0.879916,1.17802,1.36077,0.452738,-0.633776,1.37929,0.765178,-0.633675,-1.86537,0.151563,2.34035,2.474,0.0828693,-1.52406,-1.27888,-0.246961,-0.919207,-0.168455,0.549861,-1.07128,1.53662,-0.545719,-0.796656,-3.71641,-2.6818,-1.00502,0.564635,-0.295432,-1.52867,-1.11303,0.173177,0.053985,0.250131,2.66563,
8,31.0168,1.20051,-1.03169,0.344844,1.71516,0.356253,1.05987,0.430475,-1.84995,0.00168827,-0.413931,0.025234,0.151146,-0.572245,0.464992,0.372738,1.29971,-0.151433,0.143466,-0.338158,1.90709,0.145885,0.891381,-0.0852791,0.681221,-0.817086,0.564034,-0.460054,1.12817,0.885275,-1.06772,1.42652,0.485041,0.875501,-0.450235,-0.241162,-0.886134,-0.726193,-0.0571452,0.247893,
9,31.3421,1.23209,-0.621316,-0.421647,-0.391142,-0.105875,0.592255,1.16947,0.361657,-0.544412,-2.43228,-0.177629,1.09312,0.283375,-0.193147,-1.0086,0.311383,-1.58075,0.655816,-0.770666,2.03826,0.399962,0.891515,0.033261,0.100226,-2.18917,-0.983058,0.186311,1.3542,0.846447,2.68163,0.233116,0.338995,0.347208,-0.414197,-0.185258,1.32844,-0.873276,0.693034,1.21633,
10,27.3272,1.31023,-0.0105512,-0.188717,3.26678,-0.0565754,-0.838864,-0.894632,-2.09657,-0.962338,0.285759,1.54573,-0.0720548,-0.577469,0.305408,-0.951808,0.240588,-0.980034,0.0512418,-0.0990803,2.26362,0.0782084,-0.956931,0.784027,0.371839,-0.620209,-0.675833,-0.65715,0.141769,0.0173897,1.16566,1.2014,0.3717,0.349192,0.952712,0.625975,-0.67847,-0.248338,2.059,2.37043,
11,28.2196,0.614038,-0.823579,1.66207,1.34671,-1.14205,0.288824,0.131455,0.0999501,0.713946,-1.78564,0.492487,0.731671,-0.430031,-0.489333,-0.524568,0.163647,-0.802781,1.03649,-1.24168,1.02122,-0.273499,0.942136,0.0582411,1.12633,-0.421904,0.775562,0.222607,-1.27583,-1.13306,0.253146,-0.0982208,0.461022,-0.0012142,-0.179405,0.66044,0.400334,-1.87863,2.37278,-0.175116,
12,30.3203,0.94604,0.666308,-0.454003,0.195151,-0.585195,0.0890312,0.880017,0.764898,-1.52317,-1.58322,1.21235,0.522527,-1.06089,0.682754,-0.96375,-0.461223,-0.994292,-1.26115,-1.51075,-0.253645,0.308861,1.0687,-1.51418,0.571491,1.53355,1.24998,0.617421,-2.24675,1.09207,1.41127,1.46061,0.520078,0.720547,-0.386913,-0.674551,-0.0938165,1.12885,1.01696,2.04628,
13,27.3721,0.835802,-0.131205,-0.586364,-1.53025,-0.63621,-0.669624,-2.47939,-1.58249,-0.084011,-0.0709534,-0.462574,-1.84962,1.49549,-1.75171,0.860786,1.80873,1.25367,1.14149,-0.334327,1.78146,-0.974904,0.314643,-0.914212,-0.698066,0.0297042,0.0735175,-0.85482,1.35166,-0.609306,0.239421,1.43574,-0.250819,-0.811009,0.673411,0.577442,-0.554791,1.36181,-0.422775,1.28126,
14,27.876,0.745291,-0.385796,0.781813,-0.951926,-1.80695,0.688074,-0.321578,-0.837475,-1.43825,-0.392704,-0.84974,-0.112465,-1.79706,0.00952962,1.25014,-0.0656816,1.71985,0.082505,0.538103,1.66654,0.0420541,-1.46837,-1.46909,-0.683541,-2.22171,-2.12602,-0.918741,0.16495,-1.41643,-1.10055,-0.378054,0.666158,-0.340778,-0.708799,-1.30413,1.17109,1.72993,1.00924,1.34734,
15,30.4739,1.88019,1.53755,-0.229107,0.881127,-1.41299,-3.52103,0.267049,-0.504444,0.678112,1.05349,-1.86328,-1.3449,-1.1578,0.748342,0.69882,2.00576,0.69194,2.44348,-0.413482,-1.53582,-0.0752966,-0.692924,0.756817,-0.0544481,0.669119,0.400708,1.35873,-1.60302,0.824843,2.58888,1.80689,-0.656497,-0.0298081,1.15123,-0.736016,-0.0231846,-0.903823,1.64561,1.40722,
16,30.0852,0.714255,0.328269,0.446076,1.35156,-0.385106,1.36709,-0.749305,-0.533691,-0.922406,-1.90803,2.3874,1.39764,0.0364091,0.717395,0.380732,-0.413077,-0.534302,-0.255881,-1.19578,0.200279,-0.0794526,0.542524,-0.787301,-0.714691,1.83437,0.829159,1.61806,-0.497392,1.1738,-1.24343,-1.13227,-0.781131,-1.62176,-0.845542,0.385851,0.424607,-0.517828,2.92175,0.50082,
17,29.181,1.3,1.61372,-0.385317,-2.04901,0.918379,-0.0751128,0.62834,2.90849,-0.943514,0.616854,-0.516346,-0.140268,1.27804,1.73352,-0.193728,0.503053,-1.27827,-0.854197,-1.21512,0.22465,-1.37857,-1.76145,2.76759,0.226432,2.26808,-0.310446,-0.996479,1.59393,0.618944,2.03618,-2.32444,0.143997,0.975558,-0.199515,0.154167,-2.07883,-1.07842,-1.57538,0.694599,
18,28.5253,-0.335822,0.604227,0.507912,-1.14889,-0.983569,-1.00696,-0.960496,-1.75863,-0.974598,-0.167644,-1.98768,-0.260034,-1.81373,1.14379,0.612174,0.889407,-1.13918,0.559163,0.075878,0.367766,-1.28425,1.07805,0.0294176,1.36217,-2.71611,0.622992,2.00115,-2.30492,0.00732152,-0.365328,-0.240468,-2.13915,-1.42354,0.327131,0.711583,-2.41172,0.383085,-0.143022,0.890526,
19,29.405,2.17491,1.59945,0.0604477,0.235477,-0.453713,-0.748818,0.193295,0.0916559,-0.822564,-0.0295415,-0.60301,-0.0269846,1.11406,0.334415,0.644756,1.21172,-0.645848,1.74134,-1.14602,0.64114,-2.89164,0.216047,0.283585,1.26894,-1.03264,1.22586,-0.554662,-0.0643747,-0.452522,-0.0175922,-0.983123,-1.55017,-0.519782,-0.361517,-1.55111,0.758309,0.229917,1.17918,1.77423,
20,27.4214,1.53659,2.13569,0.0921178,-0.458032,-0.413748,-1.02591,0.25837,-1.40432,-1.35296,1.04077,1.46308,-0.236899,-1.14048,1.50259,-0.323628,0.356354,0.393286,-0.157392,-0.196422,0.385555,-0.189297,-1.6762,0.510722,-0.779316,0.741849,0.314628,-0.105656,-1.86823,0.573385,0.254631,-1.05075,0.271044,0.315421,-0.389492,1.5021,1.68924,1.60421,0.665819,1.33085,
21,31.3811,2.92884,0.987376,-0.478334,-0.120843,0.911854,1.90784,0.510639,-0.897612,-0.0105782,-1.50283,-0.48226,1.31325,1.22802,1.50528,1.16427,0.501724,2.06621,0.665567,0.555246,0.36015,2.0226,-0.0974819,-1.57513,0.751743,-0.25094,0.377783,1.43266,-2.08589,-2.98104,2.70595,-0.883381,-0.750662,-1.64201,0.0746978,-0.600966,0.296063,1.67772,-0.333373,1.44934,
22,29.2741,2.05314,2.09354,-0.138394,-2.18332,1.13784,-0.534057,0.838394,1.74659,-0.593793,0.380279,-0.0760734,-1.65937,-1.79679,0.734353,0.60782,0.377222,1.76082,1.34106,0.571455,1.4525,-2.09204,-1.23453,-0.178253,-2.20761,1.39912,1.52798,-0.72573,-0.386717,-0.308822,0.603806,-0.29857,0.855562,-0.896818,0.627531,0.0340133,-1.35885,-0.640889,-0.137103,0.697519,
23,31.2681,1.05703,-1.17049,1.22774,-0.766967,-0.848078,-0.370749,0.345395,0.148736,0.708304,-0.729584,2.27036,-0.217391,-0.85474,1.55419,0.974841,2.50608,2.67073,1.87941,0.405564,1.344,-0.0552258,0.516882,-0.284122,-0.495958,0.00659277,-1.21533,0.826169,-1.00035,1.78485,0.0161754,1.69055,-0.100513,-1.08993,-1.65177,1.61739,-0.690683,0.0843875,1.10905,1.5386,
24,29.7391,2.11877,1.02246,1.20989,0.103948,0.869068,1.25536,0.714415,-0.815011,-1.87327,-0.13517,0.45367,0.580956,-0.233373,-0.0540188,1.83096,-0.0948247,1.09534,0.695778,1.09564,-0.160393,0.236428,-0.106603,1.48212,-0.0714141,0.174064,0.239924,0.24164,-1.60385,0.114148,0.494561,-1.08206,-0.828288,1.44796,1.56245,0.307969,1.05931,0.294372,-0.160664,1.50298,
