Sample #,time 0,time 1,time 2,time 3,time 4,time 5,time 6,time 7,time 8,time 9,time 10,time 11,time 12,time 13,time 14,time 15,time 16,time 17,time 18,time 19,time 20,time 21,time 22,time 23,time 24,time 25,time 26,time 27,time 28,time 29,time 30,time 31,time 32,time 33,time 34,time 35,
0,23.1958,0.87473,0.142872,0.0647914,0.0724281,-0.00419039,0.0143842,-0.0708278,0.0355553,0.0253927,-0.0662046,-0.00400216,0.0284041,0.0194001,0.00995647,-0.0036042,0.022071,-0.00425038,-0.0238987,-0.00425038,0.022071,-0.0036042,0.00995647,0.0194001,0.0284041,-0.00400216,-0.0662046,0.0253927,0.0355553,-0.0708278,0.0143842,-0.00419039,0.0724281,0.0647914,0.142872,0.87473,
1,23.1111,0.877947,0.204853,0.0303929,-0.0224432,-0.00284128,-0.0149326,-0.0760961,-0.043511,-0.0672032,-0.0604284,0.00531142,-0.0709433,-0.0895187,0.00248735,-0.0271702,-0.00916036,-0.0313165,-0.0402869,-0.0313165,-0.00916036,-0.0271702,0.00248735,-0.0895187,-0.0709433,0.00531142,-0.0604284,-0.0672032,-0.043511,-0.0760961,-0.0149326,-0.00284128,-0.0224432,0.0303929,0.204853,0.877947,
2,23.1753,0.888414,0.148213,0.0589228,0.0220425,0.044838,-0.000989012,-0.0101579,-0.0323446,0.00361617,0.0290061,0.00618783,0.0333769,0.00916163,0.0596991,-0.046443,-0.0175768,-0.00188349,-0.0147828,-0.00188349,-0.0175768,-0.046443,0.0596991,0.00916163,0.0333769,0.00618783,0.0290061,0.00361617,-0.0323446,-0.0101579,-0.000989012,0.044838,0.0220425,0.0589228,0.148213,0.888414,
3,23.2255,0.909179,0.199625,0.0722824,-0.0384526,0.0322075,0.0168773,0.0899925,0.00637194,0.0664755,0.0588038,0.0152091,-0.013237,-0.0215016,0.0284791,-0.00552916,0.0369399,0.0389315,0.0344602,0.0389315,0.0369399,-0.00552916,0.0284791,-0.0215016,-0.013237,0.0152091,0.0588038,0.0664755,0.00637194,0.0899925,0.0168773,0.0322075,-0.0384526,0.0722824,0.199625,0.909179,
4,23.1844,0.892432,0.141017,0.0224795,0.00754851,0.020306,0.0325963,0.00485361,-0.00757795,-0.0257876,-0.0239541,-0.0168058,-0.0364283,-0.0507043,-0.0817969,-0.00308466,-0.00613539,-0.00450317,0.0101683,-0.00450317,-0.00613539,-0.00308466,-0.0817969,-0.0507043,-0.0364283,-0.0168058,-0.0239541,-0.0257876,-0.00757795,0.00485361,0.0325963,0.020306,0.00754851,0.0224795,0.141017,0.892432,
5,23.1266,0.987748,0.247486,0.0655908,-0.034132,0.0607339,0.0406314,0.0326266,-0.00574092,-0.0100296,0.0125825,-0.0253058,-0.0163313,-0.0279511,-0.00449554,0.0148096,-0.0642682,-0.0365962,0.000364259,-0.0365962,-0.0642682,0.0148096,-0.00449554,-0.0279511,-0.0163313,-0.0253058,0.0125825,-0.0100296,-0.00574092,0.0326266,0.0406314,0.0607339,-0.034132,0.0655908,0.247486,0.987748,
6,23.229,0.904932,0.223652,0.0661512,-0.0135063,-0.00642895,0.0426919,-0.0259928,0.0203511,-0.0336617,-0.0602077,0.0236592,-0.00143921,-0.0251655,0.00906882,0.0561543,-0.0451779,0.0484117,0.0454358,0.0484117,-0.0451779,0.0561543,0.00906882,-0.0251655,-0.00143921,0.0236592,-0.0602077,-0.0336617,0.0203511,-0.0259928,0.0426919,-0.00642895,-0.0135063,0.0661512,0.223652,0.904932,
7,23.1495,0.897461,0.0958907,0.0477475,-0.0206023,0.021311,-0.0164036,-0.026729,-0.047384,-0.0223637,0.0173931,-0.0185474,-0.048906,0.00766038,0.0068497,-0.0107148,0.101609,0.0232516,0.0269671,0.0232516,0.101609,-0.0107148,0.0068497,0.00766038,-0.048906,-0.0185474,0.0173931,-0.0223637,-0.047384,-0.026729,-0.0164036,0.021311,-0.0206023,0.0477475,0.0958907,0.897461,
8,23.2215,0.938731,0.120076,0.0427377,0.0324189,-0.0122738,0.0511342,0.038639,-0.0126306,0.00121425,0.00558164,0.0295305,-0.0302604,-0.0685081,-0.037478,-0.0608934,-0.0464663,-0.0315019,-0.0601443,-0.0315019,-0.0464663,-0.0608934,-0.037478,-0.0685081,-0.0302604,0.0295305,0.00558164,0.00121425,-0.0126306,0.038639,0.0511342,-0.0122738,0.0324189,0.0427377,0.120076,0.938731,
9,23.1517,0.852718,0.199554,-0.000280671,-0.0212703,-0.0190763,0.00577222,-0.00123609,0.0300388,0.0208761,-0.0243074,0.00240241,0.0476427,0.0570018,0.035295,-0.0178727,0.00801539,-0.0363349,-0.059749,-0.0363349,0.00801539,-0.0178727,0.035295,0.0570018,0.0476427,0.00240241,-0.0243074,0.0208761,0.0300388,-0.00123609,0.00577222,-0.0190763,-0.0212703,-0.000280671,0.199554,0.852718,
10,23.1785,0.940631,0.170506,0.077072,0.0429447,-0.0240433,0.0215563,-0.00457685,0.00119818,0.0197686,-0.0211094,-0.012005,0.0177107,-0.0251524,0.00960924,-0.0201764,0.00605116,0.0140357,-0.00878328,0.0140357,0.00605116,-0.0201764,0.00960924,-0.0251524,0.0177107,-0.012005,-0.0211094,0.0197686,0.00119818,-0.00457685,0.0215563,-0.0240433,0.0429447,0.077072,0.170506,0.940631,
11,23.1481,0.825066,0.152016,0.0977228,-0.00494639,-0.0169245,0.0251993,0.01465,0.0285286,0.000217908,0.00109602,-0.0246179,0.0226783,-0.0139077,-0.0190344,-0.0121575,-0.0457062,0.0538115,0.00478123,0.0538115,-0.0457062,-0.0121575,-0.0190344,-0.0139077,0.0226783,-0.0246179,0.00109602,0.000217908,0.0285286,0.01465,0.0251993,-0.0169245,-0.00494639,0.0977228,0.152016,0.825066,
12,23.1632,0.919002,0.0963228,0.0343151,0.0528905,-0.0500624,0.0102694,0.03922,-0.00845633,-0.0204146,-0.0219628,-0.0107843,0.0791656,0.0303351,0.0111288,0.011541,0.0172803,0.011673,0.0778343,0.011673,0.0172803,0.011541,0.0111288,0.0303351,0.0791656,-0.0107843,-0.0219628,-0.0204146,-0.00845633,0.03922,0.0102694,-0.0500624,0.0528905,0.0343151,0.0963228,0.919002,
13,23.193,0.873547,0.13138,0.035728,-0.0261356,-0.0333249,0.0487659,-0.00909328,0.00298828,0.0144036,-0.0300153,0.00824453,0.00324502,0.0137764,-0.0272293,0.0178608,-0.0190896,-0.0659256,0.0373682,-0.0659256,-0.0190896,0.0178608,-0.0272293,0.0137764,0.00324502,0.00824453,-0.0300153,0.0144036,0.00298828,-0.00909328,0.0487659,-0.0333249,-0.0261356,0.035728,0.13138,0.873547,
14,23.2165,0.894757,0.162058,0.053865,-0.0517418,-0.037616,0.0101971,-0.0088736,-0.00495818,0.00335588,-0.046264,0.0704627,0.0252088,0.0688123,0.0805712,0.0164775,0.0266869,-0.027493,-0.0681811,-0.027493,0.0266869,0.0164775,0.0805712,0.0688123,0.0252088,0.0704627,-0.046264,0.00335588,-0.00495818,-0.0088736,0.0101971,-0.037616,-0.0517418,0.053865,0.162058,0.894757,
