Sample #,time 0,time 1,time 2,time 3,time 4,time 5,time 6,time 7,time 8,time 9,time 10,time 11,time 12,time 13,time 14,time 15,time 16,time 17,time 18,time 19,time 20,time 21,time 22,time 23,time 24,time 25,time 26,time 27,time 28,time 29,time 30,time 31,time 32,time 33,time 34,time 35,
0,0,0.363201,0.281183,0.257579,0.235113,0.179865,0.0911955,0.0708717,0.101509,0.0373305,0.0176535,0.0366571,0.0133436,0.00719861,0.0110018,-0.00969535,-0.0046314,0.108337,7.69755e-19,-0.108337,0.0046314,0.00969535,-0.0110018,-0.00719861,-0.0133436,-0.0366571,-0.0176535,-0.0373305,-0.101509,-0.0708717,-0.0911955,-0.179865,-0.235113,-0.257579,-0.281183,-0.363201,
1,0,-0.0839605,-0.0929468,-0.0546216,-0.0405399,-0.0655025,-0.0624591,-0.0882464,-0.106396,-0.124148,-0.128098,-0.112199,-0.112025,-0.0933542,-0.0935071,-0.0943075,-0.150609,-0.0634911,8.60546e-18,0.0634911,0.150609,0.0943075,0.0935071,0.0933542,0.112025,0.112199,0.128098,0.124148,0.106396,0.0882464,0.0624591,0.0655025,0.0405399,0.0546216,0.0929468,0.0839605,
2,0,0.179471,0.0908307,0.0648253,0.067792,0.0236691,0.0797668,0.119397,0.0465578,0.0223791,0.114366,0.0293878,0.0879115,0.0934196,0.102846,0.0867352,0.139265,0.050685,6.25672e-18,-0.050685,-0.139265,-0.0867352,-0.102846,-0.0934196,-0.0879115,-0.0293878,-0.114366,-0.0223791,-0.0465578,-0.119397,-0.0797668,-0.0236691,-0.067792,-0.0648253,-0.0908307,-0.179471,
3,0,-0.157001,-0.116208,-0.154026,-0.17968,-0.155856,-0.106195,-0.0596543,-0.0605862,-0.0717664,-0.0487295,-0.0728144,-0.0181831,-0.0661783,-0.0125347,-0.0103443,0.0128444,-0.0228633,-4.2978e-18,0.0228633,-0.0128444,0.0103443,0.0125347,0.0661783,0.0181831,0.0728144,0.0487295,0.0717664,0.0605862,0.0596543,0.106195,0.155856,0.17968,0.154026,0.116208,0.157001,
4,0,0.0719074,0.0552797,-0.0303496,-0.0747141,-0.0457405,-0.0591329,-0.0281255,-0.0317805,-0.0325536,-0.0168893,-0.0943716,-0.0181109,-0.0296084,0.0105281,0.0146766,-0.00389287,-0.0306154,7.74689e-18,0.0306154,0.00389287,-0.0146766,-0.0105281,0.0296084,0.0181109,0.0943716,0.0168893,0.0325536,0.0317805,0.0281255,0.0591329,0.0457405,0.0747141,0.0303496,-0.0552797,-0.0719074,
5,0,-0.0346828,0.0126708,-0.0391447,0.00655076,-0.0123562,-0.0290347,-0.0201993,-0.0224967,-0.0761194,-0.0987974,-0.12791,-0.0337071,-0.0801292,-0.0245823,-0.0948456,0.0328795,-0.000537637,7.89492e-20,0.000537637,-0.0328795,0.0948456,0.0245823,0.0801292,0.0337071,0.12791,0.0987974,0.0761194,0.0224967,0.0201993,0.0290347,0.0123562,-0.00655076,0.0391447,-0.0126708,0.0346828,
6,0,0.197669,0.167219,0.16415,0.133343,0.168905,0.0650116,0.0130574,0.0609953,-0.0486918,-0.0124305,-0.039841,-0.0364776,-0.0215561,0.0421108,0.017751,0.0166916,0.0317778,1.01154e-18,-0.0317778,-0.0166916,-0.017751,-0.0421108,0.0215561,0.0364776,0.039841,0.0124305,0.0486918,-0.0609953,-0.0130574,-0.0650116,-0.168905,-0.133343,-0.16415,-0.167219,-0.197669,
7,0,-0.0590889,-0.0426189,-0.00368323,-0.0384468,-0.0853339,-0.0977225,-0.0528739,-0.118709,-0.0902027,-0.0651626,-0.055447,-0.0691516,-0.0814493,0.0211552,0.0892652,0.08531,0.024394,-3.48117e-18,-0.024394,-0.08531,-0.0892652,-0.0211552,0.0814493,0.0691516,0.055447,0.0651626,0.0902027,0.118709,0.0528739,0.0977225,0.0853339,0.0384468,0.00368323,0.0426189,0.0590889,
8,0,0.133196,0.0390136,-0.0211969,-0.0310398,-0.0425358,-0.0724136,-0.0772466,-0.130271,-0.0864914,-0.0878161,-0.0399535,-0.048179,-0.037288,-0.0416393,-0.072213,0.0136446,0.00955462,-4.10536e-18,-0.00955462,-0.0136446,0.072213,0.0416393,0.037288,0.048179,0.0399535,0.0878161,0.0864914,0.130271,0.0772466,0.0724136,0.0425358,0.0310398,0.0211969,-0.0390136,-0.133196,
9,0,-0.173062,-0.131973,-0.0733431,-0.031902,-0.0933792,-0.0858176,-0.0531076,-0.00477445,-0.0744497,-0.020852,0.0176097,0.0200991,0.0312275,0.0382127,-0.050519,0.0119148,6.59891e-05,4.97873e-18,-6.59891e-05,-0.0119148,0.050519,-0.0382127,-0.0312275,-0.0200991,-0.0176097,0.020852,0.0744497,0.00477445,0.0531076,0.0858176,0.0933792,0.031902,0.0733431,0.131973,0.173062,
