Sample #,time 0,time 1,time 2,time 3,time 4,time 5,time 6,time 7,time 8,time 9,time 10,time 11,time 12,time 13,time 14,time 15,time 16,time 17,time 18,time 19,time 20,time 21,time 22,time 23,time 24,time 25,time 26,time 27,time 28,time 29,time 30,time 31,time 32,time 33,time 34,time 35,
10,35.7978,1.37066,-0.812152,-1.01516,-1.22979,-1.07149,-1.13359,-1.26182,-1.28382,-1.1434,-1.2851,-1.20314,-1.25372,-1.12669,-1.28753,-1.22077,-1.18041,-1.20289,-1.1162,-1.20289,-1.18041,-1.22077,-1.28753,-1.12669,-1.25372,-1.20314,-1.2851,-1.1434,-1.28382,-1.26182,-1.13359,-1.07149,-1.22979,-1.01516,-0.812152,1.37066,
11,36.0183,1.28479,-0.881202,-1.20835,-1.30551,-1.24187,-1.04207,-1.23752,-1.134,-1.2295,-1.1588,-1.14167,-1.15806,-1.27514,-1.10686,-1.23467,-1.16169,-1.18629,-1.18152,-1.18629,-1.16169,-1.23467,-1.10686,-1.27514,-1.15806,-1.14167,-1.1588,-1.2295,-1.134,-1.23752,-1.04207,-1.24187,-1.30551,-1.20835,-0.881202,1.28479,
12,35.7474,1.47512,-0.858477,-1.08989,-1.08076,-1.22773,-1.23302,-1.20003,-1.09589,-1.07811,-1.13739,-1.14276,-1.13174,-1.13771,-1.3402,-1.37675,-1.33512,-1.28234,-1.20176,-1.28234,-1.33512,-1.37675,-1.3402,-1.13771,-1.13174,-1.14276,-1.13739,-1.07811,-1.09589,-1.20003,-1.23302,-1.22773,-1.08076,-1.08989,-0.858477,1.47512,
13,35.7868,1.31363,-0.929588,-0.958859,-1.1757,-1.08194,-1.13653,-1.00937,-1.10869,-1.21443,-1.44225,-1.37382,-1.48034,-1.28412,-1.1503,-1.03322,-1.00011,-1.2099,-1.23575,-1.2099,-1.00011,-1.03322,-1.1503,-1.28412,-1.48034,-1.37382,-1.44225,-1.21443,-1.10869,-1.00937,-1.13653,-1.08194,-1.1757,-0.958859,-0.929588,1.31363,
14,35.6212,1.37824,-0.836681,-1.20756,-1.18458,-1.32942,-1.27666,-1.10797,-1.06769,-1.0611,-1.07873,-1.1794,-1.24779,-1.17095,-1.15225,-1.20218,-1.20874,-1.28526,-1.1838,-1.28526,-1.20874,-1.20218,-1.15225,-1.17095,-1.24779,-1.1794,-1.07873,-1.0611,-1.06769,-1.10797,-1.27666,-1.32942,-1.18458,-1.20756,-0.836681,1.37824,
15,35.7204,1.18504,-0.842943,-1.1021,-1.26728,-1.14542,-1.27045,-1.13343,-1.38709,-1.32588,-1.31599,-1.08734,-1.10272,-1.19922,-1.07691,-1.14868,-1.15771,-1.02556,-0.913073,-1.02556,-1.15771,-1.14868,-1.07691,-1.19922,-1.10272,-1.08734,-1.31599,-1.32588,-1.38709,-1.13343,-1.27045,-1.14542,-1.26728,-1.1021,-0.842943,1.18504,
16,35.8081,1.34398,-0.794026,-1.09187,-1.06114,-1.28489,-1.21124,-1.29132,-1.13444,-1.09441,-1.1915,-1.23355,-1.15353,-1.24089,-1.17971,-1.23043,-1.13296,-1.2503,-1.34364,-1.2503,-1.13296,-1.23043,-1.17971,-1.24089,-1.15353,-1.23355,-1.1915,-1.09441,-1.13444,-1.29132,-1.21124,-1.28489,-1.06114,-1.09187,-0.794026,1.34398,
17,36.0839,1.39069,-0.874297,-1.29196,-1.08462,-1.3261,-1.07671,-1.20693,-1.09851,-1.17437,-1.16468,-1.25177,-1.12897,-1.15734,-1.21361,-1.31214,-1.22059,-1.27696,-1.14618,-1.27696,-1.22059,-1.31214,-1.21361,-1.15734,-1.12897,-1.25177,-1.16468,-1.17437,-1.09851,-1.20693,-1.07671,-1.3261,-1.08462,-1.29196,-0.874297,1.39069,
18,35.8858,1.38961,-0.802378,-0.902555,-1.24431,-1.261,-1.37768,-1.15852,-1.05164,-1.21145,-1.32039,-1.22209,-1.2036,-1.10682,-1.25507,-1.15602,-1.23188,-1.21445,-1.22531,-1.21445,-1.23188,-1.15602,-1.25507,-1.10682,-1.2036,-1.22209,-1.32039,-1.21145,-1.05164,-1.15852,-1.37768,-1.261,-1.24431,-0.902555,-0.802378,1.38961,
19,35.7935,1.26962,-0.749061,-1.16953,-1.21971,-1.10633,-1.20128,-1.15125,-1.01629,-1.30741,-1.17787,-1.12494,-1.18589,-1.16875,-1.36396,-1.15124,-1.20904,-1.17754,-1.3725,-1.17754,-1.20904,-1.15124,-1.36396,-1.16875,-1.18589,-1.12494,-1.17787,-1.30741,-1.01629,-1.15125,-1.20128,-1.10633,-1.21971,-1.16953,-0.749061,1.26962,
20,35.8055,1.31422,-0.860977,-1.22763,-1.16091,-1.16972,-1.29636,-1.24796,-1.22634,-1.31265,-1.27912,-1.03511,-1.13728,-1.12003,-1.1938,-1.12776,-1.07567,-1.17616,-1.13898,-1.17616,-1.07567,-1.12776,-1.1938,-1.12003,-1.13728,-1.03511,-1.27912,-1.31265,-1.22634,-1.24796,-1.29636,-1.16972,-1.16091,-1.22763,-0.860977,1.31422,
21,35.8273,1.2614,-0.797206,-1.02986,-0.952095,-1.1294,-1.09411,-1.11963,-1.28746,-1.22485,-1.19397,-1.34158,-1.18491,-1.3054,-1.34714,-1.2595,-1.20923,-1.1209,-1.15563,-1.1209,-1.20923,-1.2595,-1.34714,-1.3054,-1.18491,-1.34158,-1.19397,-1.22485,-1.28746,-1.11963,-1.09411,-1.1294,-0.952095,-1.02986,-0.797206,1.2614,
22,36.1501,1.36676,-0.726849,-0.965425,-1.19018,-1.29784,-1.33521,-1.13664,-1.40794,-1.27602,-1.25026,-1.14952,-1.30596,-1.27076,-1.15947,-1.14142,-1.23465,-1.06742,-1.05242,-1.06742,-1.23465,-1.14142,-1.15947,-1.27076,-1.30596,-1.14952,-1.25026,-1.27602,-1.40794,-1.13664,-1.33521,-1.29784,-1.19018,-0.965425,-0.726849,1.36676,
23,35.7144,1.44442,-0.884558,-1.00175,-1.18659,-1.16451,-1.20384,-1.16478,-1.23429,-1.27785,-1.21773,-1.15819,-1.13253,-1.13451,-1.1453,-1.26399,-1.10332,-1.36493,-1.32583,-1.36493,-1.10332,-1.26399,-1.1453,-1.13451,-1.13253,-1.15819,-1.21773,-1.27785,-1.23429,-1.16478,-1.20384,-1.16451,-1.18659,-1.00175,-0.884558,1.44442,
24,35.9384,1.38787,-0.84833,-1.26507,-1.2503,-1.23634,-1.14127,-1.1434,-1.15144,-1.04213,-1.25232,-1.21416,-1.1506,-1.20369,-1.18617,-1.17712,-1.13226,-1.35956,-1.20582,-1.35956,-1.13226,-1.17712,-1.18617,-1.20369,-1.1506,-1.21416,-1.25232,-1.04213,-1.15144,-1.1434,-1.14127,-1.23634,-1.2503,-1.26507,-0.84833,1.38787,
