Sample #,time 0,time 1,time 2,time 3,time 4,time 5,time 6,time 7,time 8,time 9,time 10,time 11,time 12,time 13,time 14,time 15,time 16,time 17,time 18,time 19,time 20,time 21,time 22,time 23,time 24,time 25,time 26,time 27,time 28,time 29,time 30,time 31,time 32,time 33,time 34,time 35,
0,0,0.0874122,0.0799097,-0.0104112,0.0588201,0.0132018,0.0163533,0.0315564,0.000671619,-0.0345832,-0.0193051,0.06144,0.0320377,0.0339518,-0.0468397,0.000864689,0.0278152,0.0120805,-7.84558e-19,-0.0120805,-0.0278152,-0.000864689,0.0468397,-0.0339518,-0.0320377,-0.06144,0.0193051,0.0345832,-0.000671619,-0.0315564,-0.0163533,-0.0132018,-0.0588201,0.0104112,-0.0799097,-0.0874122,
1,0,-0.20198,-0.145875,-0.119178,-0.0731565,-0.0847398,0.0020565,-0.0321987,0.0283904,0.0553591,0.0669515,0.0761839,0.0420447,0.00536006,0.0746873,0.0127047,0.037775,0.0267105,9.72062e-19,-0.0267105,-0.037775,-0.0127047,-0.0746873,-0.00536006,-0.0420447,-0.0761839,-0.0669515,-0.0553591,-0.0283904,0.0321987,-0.0020565,0.0847398,0.0731565,0.119178,0.145875,0.20198,
2,0,-0.170028,-0.121562,-0.123256,-0.0709096,-0.0242442,-0.0452276,-0.0234988,-0.013717,-0.0067302,-0.0334031,-0.0441591,-0.0248421,-0.0352877,0.0492281,0.016224,0.0225159,0.0606297,8.90646e-18,-0.0606297,-0.0225159,-0.016224,-0.0492281,0.0352877,0.0248421,0.0441591,0.0334031,0.0067302,0.013717,0.0234988,0.0452276,0.0242442,0.0709096,0.123256,0.121562,0.170028,
3,0,0.0827344,0.0336192,-0.00736474,0.00966933,0.0236266,0.0330822,-0.0592439,-0.0832672,-0.0656528,-0.0368588,-0.0167502,-0.00297239,-0.019917,0.0218464,0.053679,0.0567601,0.0354007,-1.01061e-18,-0.0354007,-0.0567601,-0.053679,-0.0218464,0.019917,0.00297239,0.0167502,0.0368588,0.0656528,0.0832672,0.0592439,-0.0330822,-0.0236266,-0.00966933,0.00736474,-0.0336192,-0.0827344,
4,0,0.0818237,0.115627,0.0743535,0.0567647,0.0933621,0.00840818,-0.0298537,0.0688333,0.0299799,-0.0903075,-0.0506096,0.00348142,-0.0126057,-0.0334524,-0.0357548,0.0182735,-0.0386352,1.15957e-19,0.0386352,-0.0182735,0.0357548,0.0334524,0.0126057,-0.00348142,0.0506096,0.0903075,-0.0299799,-0.0688333,0.0298537,-0.00840818,-0.0933621,-0.0567647,-0.0743535,-0.115627,-0.0818237,
5,0,0.06015,0.0253787,0.0691841,0.0845585,0.0707228,0.0259837,0.0756275,0.0364082,0.00364376,0.0386793,0.0341452,-0.00739431,-0.0107379,-0.0240456,-0.0516151,-0.019767,0.0261459,1.64066e-19,-0.0261459,0.019767,0.0516151,0.0240456,0.0107379,0.00739431,-0.0341452,-0.0386793,-0.00364376,-0.0364082,-0.0756275,-0.0259837,-0.0707228,-0.0845585,-0.0691841,-0.0253787,-0.06015,
6,0,-0.162645,-0.165794,-0.0400734,-0.0500397,0.0136301,-0.0369375,-0.0330921,-0.00312929,0.0215066,-0.0364921,-0.00922239,-0.0151802,0.0387624,0.0537764,0.00440482,0.0401102,-0.0113703,8.34888e-18,0.0113703,-0.0401102,-0.00440482,-0.0537764,-0.0387624,0.0151802,0.00922239,0.0364921,-0.0215066,0.00312929,0.0330921,0.0369375,-0.0136301,0.0500397,0.0400734,0.165794,0.162645,
7,0,0.0380204,0.102261,0.0577892,0.0999924,0.0204419,0.0911408,0.0472814,-0.0171348,0.0430381,-0.0280838,-0.052996,-0.0356733,-0.0605254,-0.0188946,0.0225595,0.00591993,0.0198609,-6.00137e-19,-0.0198609,-0.00591993,-0.0225595,0.0188946,0.0605254,0.0356733,0.052996,0.0280838,-0.0430381,0.0171348,-0.0472814,-0.0911408,-0.0204419,-0.0999924,-0.0577892,-0.102261,-0.0380204,
8,0,0.0610898,0.0585988,0.0609693,0.0902509,0.0115753,0.0431828,0.00814376,-0.112263,-0.0605046,-0.0309625,-0.0244791,0.00334079,-0.0302276,-0.0105256,0.02643,-0.00694497,0.0443434,-2.4869e-18,-0.0443434,0.00694497,-0.02643,0.0105256,0.0302276,-0.00334079,0.0244791,0.0309625,0.0605046,0.112263,-0.00814376,-0.0431828,-0.0115753,-0.0902509,-0.0609693,-0.0585988,-0.0610898,
9,0,0.0125124,0.0444239,0.0967169,0.0705197,0.0582366,-0.000794902,0.0149555,-0.035121,-0.0569057,0.00116346,-0.0525588,-0.0474586,-0.0165039,0.00628168,0.0196151,0.0361328,0.0289262,2.13163e-18,-0.0289262,-0.0361328,-0.0196151,-0.00628168,0.0165039,0.0474586,0.0525588,-0.00116346,0.0569057,0.035121,-0.0149555,0.000794902,-0.0582366,-0.0705197,-0.0967169,-0.0444239,-0.0125124,
