Sample #,time 0,time 1,time 2,time 3,time 4,time 5,time 6,time 7,time 8,time 9,time 10,time 11,time 12,time 13,time 14,time 15,time 16,time 17,time 18,time 19,time 20,time 21,time 22,time 23,time 24,time 25,time 26,time 27,time 28,time 29,time 30,time 31,time 32,time 33,time 34,time 35,
0,23.4029,0.601015,0.00709571,-1.43623,0.100236,0.785706,-0.188813,1.67794,0.830087,0.362367,-0.799163,0.652955,0.0612164,0.879239,-0.0464289,1.10691,0.244954,0.807539,-0.472872,0.607527,-0.554264,0.675332,1.08683,-1.25876,-0.0441463,-0.112871,0.456567,-0.703898,-1.12499,-0.898246,0.181914,-0.244494,1.16686,-0.0930713,-0.164554,0.843045,
1,23.7301,1.71811,0.453581,-0.403816,-0.89832,-0.573083,-0.620929,1.32223,-1.55947,-1.11481,0.188095,-0.0505033,-0.54577,-0.41446,0.924078,1.56099,-0.353706,0.34683,1.4572,0.684611,-0.450945,-0.111956,0.878741,0.357936,0.761269,0.142584,-0.156261,-0.662304,0.510611,0.866658,-0.920205,-0.742764,0.912937,0.0586433,-0.604555,1.9466,
2,24.8657,2.74409,1.01302,-0.453246,0.338436,-0.14204,-1.2911,-0.525296,0.783343,-0.580158,0.557376,-0.0332971,0.255529,-1.3705,0.663734,0.247447,0.0710232,0.532048,0.0113724,1.00719,-0.902084,0.625586,-1.07677,-1.02441,-2.08309,-2.08388,-0.823795,0.243943,-0.299723,-1.99824,-0.739853,-1.97271,-0.0577518,0.128078,-0.628379,1.85777,
3,23.0491,1.43461,-0.0354825,-1.34616,0.222219,-1.29237,-1.88338,-0.0871762,0.482467,0.924506,-0.295971,0.851713,0.294367,2.59203,-0.36503,-1.5339,0.91083,-0.140162,0.728628,1.50257,1.14264,0.289456,1.51074,0.0596985,0.252461,1.91764,-0.936481,-0.0999588,0.473968,-0.668468,1.1685,0.678007,0.553022,0.732546,-0.204697,0.501224,
4,23.9282,0.2183,0.769245,1.41604,1.74604,0.367649,0.473502,1.8458,0.918861,0.117114,0.873835,0.0161128,-0.516852,-0.229493,-0.83478,0.071162,-0.00595312,-0.0600841,0.0765843,-0.537747,-0.484461,-0.496062,-0.53306,0.216551,1.88834,-0.412336,0.170787,1.57278,1.2396,0.621567,0.170842,-0.951799,0.754673,-0.632073,0.197794,0.433453,
5,26.432,1.21995,-0.223257,-0.802192,-0.131254,0.718056,-0.164928,0.698648,-0.233792,-0.263427,-1.04204,-0.775414,-0.750149,0.21924,0.238899,0.227624,0.205297,-1.89868,-0.346145,0.674056,0.737758,1.15576,2.23731,-1.11469,0.813228,0.563256,0.173838,0.486559,0.557539,-0.935586,0.956967,-0.63982,-0.763819,0.617022,-0.187796,0.459164,
6,25.4239,0.73468,-0.673189,0.227975,0.39823,-0.0376161,-0.162974,0.659624,-0.0673426,-0.211859,0.413228,0.509327,0.856678,2.14666,-0.557325,0.00933085,-1.59892,-1.80593,0.895853,0.996288,0.0859683,0.502089,-0.294756,-0.728502,-0.0668339,0.710521,1.74373,-0.229551,-0.908509,-0.180618,0.264969,-1.11907,-0.809621,-0.107705,0.202688,1.0085,
7,23.3707,-0.221941,0.574013,0.50066,-0.919225,-1.02065,-0.365986,0.170927,0.386113,-0.41389,0.255348,0.824239,1.36587,2.06993,1.84162,0.303179,-0.400671,1.43945,-1.09364,0.982895,1.24048,-0.652337,-0.642099,0.120032,0.764889,-2.07907,-0.00201894,0.490206,-0.729837,0.0965408,-0.27365,0.617157,-0.385927,-0.0688243,0.124131,0.800897,
8,24.7095,1.48034,1.75294,0.154751,0.719413,0.359398,-0.158802,-1.13968,-1.59197,0.762474,-0.676507,-1.52741,0.644316,-0.719534,-0.103173,-0.167601,1.29614,0.525219,0.62827,0.398905,-0.0395464,-0.613063,-1.16628,-0.369189,-0.681509,0.958382,-0.433826,-0.360557,0.561245,1.68299,-0.110189,0.397679,0.277034,-0.497039,-0.455291,3.23918,
9,23.4634,2.05903,0.0352262,0.00431459,-0.585018,-0.80493,0.329375,-0.810835,0.548984,0.0527914,0.116423,0.272236,-0.105861,0.722017,-0.326271,-0.627055,-0.463065,-0.0838846,-0.638711,0.759746,0.491279,0.516634,-0.589017,-0.352773,-0.800437,-1.86759,0.895158,0.314754,0.247737,0.582686,-0.637918,-0.10567,-0.0250699,1.38324,1.08103,1.4595,
