Sample #,time 0,time 1,time 2,time 3,time 4,time 5,time 6,time 7,time 8,time 9,time 10,time 11,time 12,time 13,time 14,time 15,time 16,time 17,time 18,time 19,time 20,time 21,time 22,time 23,time 24,time 25,time 26,time 27,time 28,time 29,time 30,time 31,time 32,time 33,time 34,time 35,
0,24.9886,3.84035,2.08286,1.6815,1.32564,1.09058,0.849559,0.960631,-0.968216,-0.395168,0.0145097,0.890497,0.26587,0.796295,1.41781,0.081475,-0.699923,-0.803112,-0.443091,-2.30276,-2.25936,-0.0672178,0.432298,-0.594512,0.341195,-0.209883,-2.07789,-0.102557,1.10873,-0.394433,0.687702,-0.921711,0.631913,-0.53209,1.65284,3.95459,
1,24.9807,3.79936,1.09577,2.09505,0.728145,-0.533574,1.97156,1.32915,1.87925,2.03242,0.989773,1.9666,2.11903,1.50412,1.66888,0.0714009,1.51414,1.97338,2.75151,1.24454,1.7199,0.787635,-0.572125,0.276131,-0.0482247,0.201467,-1.49612,-1.27113,-0.113886,-0.41705,1.06112,0.497912,-0.0277857,2.25122,2.94525,4.61303,
2,27.628,3.01831,0.348432,-0.0798202,-0.072749,-0.396414,-0.287057,0.992155,-0.362853,-0.265221,-1.23988,-0.546021,-0.0432153,0.0475398,-0.291312,0.241891,0.263389,-0.20397,0.696674,0.821933,-0.63929,0.510103,0.827406,1.01101,-1.13571,1.05001,0.0589059,-0.597094,1.38978,-0.96011,0.203061,0.754276,1.67448,0.913558,2.32828,3.14229,
3,26.1402,2.69258,2.26963,1.99457,-0.525384,-0.400968,0.455463,0.844872,0.440952,-1.52846,-2.1205,-1.18588,-0.78647,-0.422403,-0.989718,-0.52264,-0.652413,0.671443,-0.475382,-2.21605,1.45652,-0.215446,0.170279,-1.59234,-1.31622,0.279452,-0.972911,-0.264857,-1.3861,0.293965,0.82607,0.242584,-0.0397522,0.0899243,1.05442,1.33706,
4,25.4164,5.48315,2.72614,1.6103,0.724714,1.50133,0.669568,0.933067,3.1702,-0.0365198,1.00846,-0.14161,-1.13907,-1.57003,-2.06404,-0.924118,-2.8677,-2.41219,-1.72068,-1.2661,-0.0469141,0.725592,-0.73307,0.667214,1.8077,0.919078,0.900778,0.625247,1.0746,0.670978,-0.609613,1.57683,0.912346,0.826666,-0.268905,3.54996,
5,24.0476,3.34613,0.988892,1.17857,-0.223952,1.23051,-0.447731,-0.240532,-1.39149,-1.33849,1.25761,-1.18755,-0.376823,0.0749768,0.399144,-0.96713,-1.26012,-1.95642,-2.26559,0.689289,-0.204273,-0.742835,0.209246,-0.721874,-0.295405,-1.80097,0.0600591,-0.159647,0.524272,1.12886,1.60718,0.345601,0.784928,1.22489,0.522574,1.6846,
6,24.7193,3.06607,2.16588,3.01058,-0.812547,-0.800601,-1.25007,0.351415,0.416791,-1.06154,-0.40703,-1.68946,-1.95151,-0.0183638,-0.205064,-0.370281,-0.60453,-0.386424,0.39107,-0.725427,0.495617,1.94128,0.410059,0.336429,-0.240383,-0.013134,1.25002,0.249966,-0.170875,-0.393115,0.120816,-3.44257,-1.15005,0.32167,0.203255,3.91336,
7,23.7212,2.89159,1.55008,1.80447,0.69933,-0.468687,-1.86766,1.06788,-0.0669925,-0.375191,0.265507,-0.818147,-0.117326,-0.343126,0.686534,2.0286,0.148281,0.438242,0.89053,1.17179,0.857822,0.529848,0.364343,-1.61103,-0.547165,0.426451,0.861667,-0.416579,-0.782688,1.05468,0.129205,-0.874998,1.01833,-0.40969,0.866153,1.927,
8,27.2914,4.14055,1.8404,0.942039,2.88608,0.556128,-1.08502,-1.18746,0.144138,0.533172,0.342226,1.25425,-0.0727795,1.09157,-1.21017,-0.0826921,-0.672663,0.57627,-1.47707,0.151465,0.559562,-1.44293,0.551722,-1.75174,-1.85442,-0.943718,-0.0399805,0.970611,-0.834466,-0.140326,-1.67136,-1.53079,-0.0589296,0.341293,0.978341,2.47565,
9,24.3633,4.12044,0.846542,0.433221,-0.412488,-0.969786,0.138961,-0.17099,-1.00653,-0.520409,0.137085,-0.0604587,-1.01611,-1.25617,-1.12467,0.625418,-1.79999,-0.774334,-2.02851,-0.984051,-1.33793,-1.07038,0.0687238,0.262497,-1.16025,-0.614587,-0.331133,0.801229,1.62747,1.22141,-0.122042,0.541568,-0.0528761,1.42099,-1.25074,2.29612,
10,24.094,4.21427,2.64147,1.26991,2.09489,1.18294,0.132868,0.464098,0.438398,0.479969,1.55402,0.585923,0.523278,-0.163818,-0.963428,0.554872,0.922395,0.331451,-1.01653,-0.243557,0.368645,1.59832,0.521379,0.535026,-0.452288,1.26216,0.475366,-0.799782,0.358438,-0.945565,-0.279217,-0.208654,-1.16058,0.589837,3.07191,1.91552,
11,25.0588,3.02603,0.899587,1.21453,-0.0930755,0.426256,0.705401,-0.114862,-1.97514,-1.11365,1.15729,0.88106,-0.0192695,0.115502,-0.138303,-0.0474447,1.18019,0.456538,0.463803,-0.168171,-0.0329251,-0.504052,-1.39187,-0.364927,2.04671,0.457748,0.359004,-0.433211,1.39371,-0.171713,-1.61409,-0.392159,1.10744,-1.0983,-0.711202,2.0798,
12,25.406,3.37822,1.36121,0.951964,0.831083,0.31495,1.22459,1.40791,0.629277,1.257,-0.557871,0.290737,0.119219,-0.724445,1.22325,-1.00753,0.139644,0.952686,1.04178,-1.95044,-0.0954962,0.528133,2.34081,-0.318997,1.39328,0.0953975,0.477302,-0.104918,2.82276,-1.83022,-1.00637,-0.815611,-0.883454,-0.0362091,-0.115117,3.01483,
13,24.674,1.56128,-1.90455,0.870205,-1.82015,0.794715,2.66419,0.14044,0.0075906,-0.377641,0.909465,1.46252,1.29352,0.0583073,0.232263,0.680768,0.429221,-1.39443,0.682025,0.232874,0.448571,-1.33489,1.36278,1.00708,2.427,0.48609,-1.3043,-0.462921,1.37004,-0.128041,-0.589125,-0.25829,-1.1368,-0.16446,0.961337,1.92307,
14,24.5939,0.83218,1.25151,-1.4534,0.561279,-2.34651,-2.24418,-0.855161,-2.12854,-2.43564,-2.9149,-1.36532,-0.56906,-0.0496645,-0.384284,-1.55823,-1.28418,-0.635336,0.850593,-1.95113,-0.125504,-0.402285,-2.11427,-1.63301,-1.35775,-0.766116,0.625471,1.06471,2.06528,0.428131,0.160925,-0.637843,-1.21916,0.716876,1.03212,2.9313,
15,23.4838,1.61307,-0.31119,-1.4051,0.606557,-1.22336,-0.398894,-0.0939687,-0.476917,-1.79504,0.114112,-0.551821,-0.535284,1.03482,0.758262,0.423038,1.44313,0.606575,-1.31453,-0.876069,-0.195645,-0.397284,-1.74017,-1.52965,-2.28123,-2.20996,-1.46026,-1.01492,-1.23959,-1.06761,-1.57319,-0.863292,-1.37841,-0.807811,0.731394,1.9643,
16,23.7271,2.76233,0.539094,0.418744,-0.781099,-0.450313,-0.829972,-0.463344,0.559211,0.481222,0.668645,-0.498627,-0.266907,0.213206,-0.0591245,0.239979,-1.01936,0.960695,0.420952,-0.555658,-0.413805,0.530268,0.0772076,0.450228,0.111963,-0.781052,0.554276,0.376214,0.835371,1.49679,-0.147222,1.12602,-1.45376,-0.946413,-0.466628,0.71851,
