Sample #,time 0,time 1,time 2,time 3,time 4,time 5,time 6,time 7,time 8,time 9,time 10,time 11,time 12,time 13,time 14,time 15,time 16,time 17,time 18,time 19,time 20,time 21,time 22,time 23,time 24,time 25,time 26,time 27,time 28,time 29,time 30,time 31,time 32,time 33,time 34,time 35,
0,43.9237,41.3435,23.9669,17.7708,15.833,19.6292,13.4831,4.3849,6.21128,9.53997,8.21281,13.3746,14.933,-4.36563,-12.9504,-25.0822,-27.7366,-29.6258,-27.2186,-33.5512,-20.9535,-27.0089,-17.8078,-19.1953,-28.4241,-29.2304,-31.7557,-33.1355,-6.47768,6.53016,11.5299,8.04164,-0.80242,2.67884,11.5977,19.3818,
1,113.549,104.182,98.2177,62.4799,23.2037,4.43948,2.49956,-1.03866,13.0425,7.59988,2.43937,9.13791,9.9657,9.88791,-20.1428,-21.8694,-42.3462,-38.8042,-20.9765,-18.3391,-22.3913,-32.1886,-39.199,-48.8075,-42.7577,-49.6941,-50.7637,-49.9159,-28.1612,-4.97249,-6.60465,-4.16518,-12.3501,-1.72443,14.9193,72.3874,
2,26.2982,14.2847,9.66447,2.57012,-1.94195,-2.98442,-1.22112,-2.13265,-5.96073,-2.56468,-3.64403,-1.37532,2.19607,9.92144,9.08227,10.2953,9.96122,8.34247,9.01108,5.80462,7.10403,0.141017,-2.65483,3.85449,9.20294,6.53105,-1.78907,-10.2216,-11.6859,-12.1375,-3.99232,-0.35608,-3.58237,-3.3617,1.0241,13.5616,
3,46.7455,25.9496,14.3891,26.4252,20.4274,7.56793,-18.0047,-23.6976,-27.5496,-30.1692,-22.4554,-6.93025,3.90262,12.0584,15.6276,16.6509,13.9011,21.9922,33.5274,34.9418,36.4368,35.6025,41.1389,30.0343,42.236,39.6485,30.7511,28.6985,28.2703,19.2501,8.25319,2.8282,-0.441335,2.07546,21.2165,37.6285,
4,26.8138,10.1464,2.86355,2.31114,2.51056,1.81152,0.0240017,0.285153,4.83852,1.66846,4.22578,4.5665,2.88035,-0.679396,-7.89022,-10.3467,-12.3257,-9.69992,-6.2238,0.281111,4.30945,2.54809,0.340353,5.0384,7.44262,0.164312,-7.33779,-0.271058,2.32185,1.47723,8.60266,8.29253,8.46449,6.26388,11.9357,20.3761,
5,12.9597,7.69257,1.0892,3.16277,1.19476,1.1749,8.28884,7.65416,6.68884,6.10052,2.99509,3.97322,2.81416,0.292559,-1.69393,-3.11574,-5.96772,-4.31626,-2.87223,-3.95177,-3.72943,1.46817,5.10428,6.99158,3.01839,0.258313,-1.11455,2.81137,2.99979,5.08973,0.720538,4.20741,3.58352,-0.28239,2.21724,7.04442,
6,26.8922,7.65415,-1.07806,0.511331,-1.25585,-0.52186,1.08077,-1.44696,-0.666417,-2.31599,-10.2879,-13.9646,-15.865,-18.3763,-30.9614,-28.0852,-26.7437,-22.9971,-16.0571,-5.3711,3.23343,14.8359,6.55878,12.6821,18.5134,23.217,19.5537,20.1614,11.3347,5.16136,2.26815,2.21603,3.78137,6.9268,11.9566,16.2719,
7,13.8925,-2.32761,-7.53806,-8.92724,-16.2615,-16.7397,-16.9943,-17.3223,-14.7074,-12.3328,-8.34455,-8.96064,-9.85964,-10.7462,-11.4425,-9.19789,-5.12673,3.74558,6.59514,0.948768,1.53557,4.11701,9.26817,9.24127,9.95883,8.10618,7.31837,8.64249,7.44605,8.75494,7.65894,2.7491,5.81854,9.08249,8.07304,7.99868,
8,18.5598,14.1911,19.7638,25.2767,27.5507,33.429,29.4105,19.9049,9.7281,5.95874,9.62181,8.77247,5.19008,5.90189,-1.98885,-5.2424,-2.81562,-5.90177,-8.89385,-5.32469,-7.31387,-12.4125,-14.7466,-10.7306,-8.42756,-9.85432,-12.4772,-14.7706,-13.4912,-9.73935,-4.25082,-6.2546,-9.53536,-2.34496,-2.81596,3.41134,
9,22.8804,6.35004,2.77776,3.18944,3.64248,6.10102,9.80813,9.64212,9.59681,5.21133,2.21406,9.27487,9.99505,6.25199,-0.82359,-0.0996059,2.52492,10.142,2.94186,-2.89022,-10.0023,-9.55922,-10.0411,-10.9745,-6.99776,-5.12287,0.650527,12.3373,16.8124,17.5273,16.7782,16.2631,9.97027,10.7126,15.6503,19.7108,
10,12.9731,3.49328,0.304701,-0.0967347,2.79587,5.77493,6.59359,5.17061,2.7687,0.245851,-0.0105338,7.22729,5.84651,1.70529,2.62898,1.11924,2.24891,3.29609,-1.95747,0.161952,-3.99584,-4.42673,-6.39163,-5.62473,-2.20508,0.824416,-0.165498,-2.46596,3.41084,7.02574,8.85537,7.14666,6.57474,6.21992,8.76014,6.62512,
11,5.161,0.770133,-0.672731,-0.987504,0.429306,0.203497,0.342209,0.732966,0.758402,0.616203,0.549414,0.794487,1.08152,1.32187,-0.0586413,0.723659,1.02269,0.315368,0.127881,0.0275233,0.548186,0.900047,0.634893,0.743265,0.512803,-0.616272,-1.12635,-0.54307,0.945985,1.07453,0.7072,0.87016,0.458714,0.152825,0.735816,1.5527,
12,13.8703,10.144,10.5189,8.56032,7.83353,4.39686,2.69889,-0.604496,-0.0778379,-1.1205,-1.01583,-1.23125,0.996547,3.88922,5.38182,5.67733,4.84148,5.94015,4.62042,4.93044,5.68847,4.98946,3.01424,-0.323628,-1.47867,-1.41062,-0.728541,0.646248,-0.448354,-0.455812,-0.501549,-0.0877725,0.566825,1.47579,2.79163,4.57589,
13,26.6532,23.6599,24.1396,24.9169,24.3748,21.7923,12.084,8.95323,-2.75905,-5.1622,2.86749,11.9965,11.4544,19.0435,22.2764,21.1985,20.9959,21.9766,21.4255,22.4376,22.6834,19.6181,18.8438,9.60467,1.54,0.594614,1.93758,-0.131695,-0.190597,-0.357081,-0.551527,-0.343366,2.19335,4.93562,11.1759,13.0645,
14,19.3056,6.0422,-4.6866,-5.04228,0.130544,-3.74369,2.75274,4.01592,-2.70106,2.20637,5.40745,4.23394,4.66835,4.54815,2.94771,4.2759,4.64042,4.59813,6.29159,3.75584,4.42972,6.77336,4.60969,2.49301,-0.619673,-0.106108,0.123019,0.461673,1.29201,0.678534,-0.174007,0.583498,2.8437,2.88659,5.44113,9.76565,
15,13.9542,1.75847,4.81271,3.68695,4.88919,3.23575,4.48463,4.23025,4.55912,4.07348,5.48802,2.97367,3.66343,4.00579,4.4925,4.16286,3.94078,3.33894,5.44722,3.21492,4.90755,5.20228,3.26857,-0.946846,-0.288506,-0.381814,-0.438091,-0.901636,-0.868851,-0.0872719,8.74453,3.48682,4.21885,6.98024,7.79223,5.70399,
16,27.3876,9.65508,-4.2604,-6.28573,-7.59599,-11.5691,-13.4285,-13.8613,-2.86119,1.70388,-2.04298,0.610453,1.42604,2.33617,1.06098,-4.4287,-16.0842,-16.2554,-17.2076,-17.2209,-18.2299,-17.5061,-25.4468,-31.117,-33.6741,-32.9742,-33.9245,-21.5619,-12.1455,-5.00423,-6.68343,7.65396,15.4825,16.5864,18.6604,14.904,
17,43.2441,14.2149,1.55833,16.1173,16.1635,13.4269,0.423674,-0.419347,2.95742,-0.743785,1.1145,0.964195,0.20712,-3.41875,2.79086,9.80587,-4.89327,-12.5392,-10.7057,-14.8006,-16.8917,-18.6077,-22.9336,-10.5574,-12.3315,-18.7328,-19.6776,-22.5419,-6.86759,2.78584,10.9589,3.00973,4.88298,10.9588,21.5952,33.303,
18,23.248,5.71905,-1.44484,-1.06232,-0.568344,0.22169,-0.142949,6.51038,12.1102,14.5044,14.0906,9.03229,-4.4778,-5.87505,-1.19401,0.744079,-1.51885,-1.31125,-9.47818,-14.8086,-18.1178,-9.25515,-5.02619,-0.942501,2.29308,10.3777,10.0555,4.84296,0.694774,2.30506,0.852775,1.66682,-2.44611,4.11544,11.8424,15.6525,
19,23.8672,5.03008,-4.23127,-5.04145,-5.1065,-4.54411,-4.84558,-1.87019,2.78999,6.92473,8.21698,-0.311135,3.22894,1.22065,3.64446,-1.96046,-7.42383,-7.30781,-14.6835,-15.0313,-14.4168,-13.1198,-14.8383,-5.69506,-0.708852,2.60317,2.19849,5.13355,7.07312,8.87248,4.38546,7.05157,7.88925,9.37026,13.1249,13.3465,
20,21.7374,10.4661,2.31016,1.39306,-0.471171,0.372744,-0.95008,-2.52956,-13.2328,-12.3553,-12.3982,-8.82497,-4.05144,-4.8988,-6.71223,-10.8033,-17.4091,-23.7634,-16.9531,-11.958,-20.0189,-28.9907,-28.0863,-17.7786,-13.221,-7.35928,7.97287,8.92193,5.55643,6.14703,14.5498,14.5888,17.39,15.4769,17.6328,16.0928,
21,24.2512,10.8421,2.80797,-8.07547,-12.0606,-13.037,-10.3784,-24.8256,-22.1642,-22.3764,-21.7893,-21.8502,-21.3653,-20.4176,-20.0749,-18.8093,-24.9625,-17.3633,-11.4545,-4.72838,-10.7864,-14.1855,-15.5686,-16.5562,-12.2177,-10.3159,-5.3923,13.2013,29.0566,22.6639,22.0402,25.6468,27.2886,17.5896,14.1634,12.9729,
22,73.187,48.723,24.0586,3.13705,-28.8913,-48.0635,-42.8552,-31.4818,-35.4556,-36.4495,-35.8844,-34.4116,-34.0309,-24.7283,-16.0151,-16.9518,-11.6689,0.847557,10.9626,3.83064,-9.81576,-37.6209,-32.0308,-31.3914,-44.9147,-31.3257,1.51448,26.6506,53.1546,46.5437,41.0171,39.3828,38.5215,59.0237,71.1374,73.9116,
23,30.2911,9.96832,3.68273,3.94742,2.09485,-1.23265,-0.750941,-0.269303,-1.0581,1.85828,-0.40035,-7.86986,-14.7839,-14.7021,-14.7137,-11.9335,-12.7528,-10.6961,-4.41291,0.115297,-1.55827,-1.27814,3.17333,19.5836,26.5646,23.5888,12.5753,15.0432,17.3076,17.9599,17.3831,14.8718,17.9554,25.2477,30.4478,26.4766,
24,9.75904,3.7306,0.951363,2.80429,1.69532,-1.43971,-3.74501,-2.06933,-3.4892,-4.55865,-4.22927,-3.54563,-2.70338,-3.66216,-0.526682,0.63651,-0.289171,0.00723258,-2.5303,-3.75052,-4.3556,-4.35785,-4.75186,-5.99636,-5.94992,-4.25033,-1.39731,0.136085,-0.397294,1.61909,2.4509,3.94367,4.00829,5.90813,5.8491,3.50557,
