Sample #,time 0,time 1,time 2,time 3,time 4,time 5,time 6,time 7,time 8,time 9,time 10,time 11,time 12,time 13,time 14,time 15,time 16,time 17,time 18,time 19,time 20,time 21,time 22,time 23,
0,23.6649,6.08163,3.39061,4.11854,1.79234,-0.474852,0.0400272,-0.322053,0.402511,0.478462,1.07287,0.395348,1.06126,1.41706,0.811361,-0.619186,-0.0350768,-0.335605,1.25513,3.00683,3.42169,1.94329,3.63787,5.34444,
1,22.8312,4.36905,3.74028,3.0037,2.74247,2.22467,3.19314,0.631065,0.746861,0.62134,-0.252211,-1.10708,-0.310191,0.270476,-0.199712,0.0546632,0.0554797,-0.10064,0.709731,1.78581,2.00722,3.09464,3.43119,6.59782,
2,26.2843,5.38919,2.47005,1.31335,1.47979,0.728777,-0.96873,-0.890363,-0.155144,-1.17293,0.0172427,1.48416,1.85943,0.399408,-0.218766,-1.20521,-2.72002,-1.88149,-1.29467,-0.200617,0.701634,2.59662,3.48728,6.71823,
3,21.7064,3.30262,2.99767,1.61936,-0.994628,-0.58805,-1.71759,-0.916505,0.416806,-0.487849,-0.283948,-1.31743,1.27665,1.83966,0.103766,-0.739563,-2.21701,-1.06927,0.881181,-0.579574,0.327585,2.46896,1.22187,3.84662,
4,21.3412,3.14129,1.69501,1.67929,1.36164,0.186944,1.49102,2.56114,0.782442,2.18889,1.88909,0.187596,-0.135107,-0.998052,-1.56264,-1.2465,1.3161,-0.111839,0.957798,2.24971,0.927991,-0.0998761,1.8383,2.89334,
5,18.7304,2.69248,1.91336,0.105567,-0.222277,0.688693,-0.714605,-0.42367,-1.06563,0.869035,0.123504,-0.801517,0.855208,1.53481,1.32619,0.181468,-0.0562203,0.776248,0.981563,0.34932,-0.787465,-0.475301,0.736825,2.36285,
6,21.3839,2.12606,-0.152955,-1.00548,-0.55217,-0.778636,-2.27785,-2.44929,-0.996787,0.0267273,-1.99452,1.27307,0.495944,-0.216288,1.32257,1.14739,0.142573,0.0390027,0.232494,-0.664717,-0.921108,-0.686608,-0.071563,2.26855,
7,21.7067,1.41005,0.822958,-1.74118,-2.16653,-0.659361,-0.158742,0.329324,1.80653,0.614425,1.92961,0.862491,1.01676,1.61649,-0.21065,-0.209671,-1.04946,-0.469881,-0.382086,-0.159223,2.62743,0.653291,1.85872,2.86437,
8,24.1966,2.41176,-0.967988,-1.40945,-1.52634,-2.02223,-0.662811,-0.970628,-1.58485,-1.38182,-1.50098,-0.152245,0.870889,-1.57011,-0.953327,-0.93652,0.473522,-0.0390893,-0.393626,1.34971,0.0136715,-0.404011,-1.41391,3.8854,
9,20.9146,3.50661,1.91503,2.08703,1.85052,1.01943,0.20316,0.386921,-0.394377,0.41627,0.139398,-0.510503,-0.404251,0.710348,-0.818942,-0.198153,-0.857193,0.602016,1.9305,1.40616,2.28164,1.22745,2.66969,3.54369,
10,22.1858,3.05921,3.85183,2.05124,1.29307,0.0404491,-0.238767,1.29432,1.33532,-0.172382,1.15023,0.892174,-1.41177,-0.584441,-0.823861,-0.664045,0.812954,1.4803,0.701165,-0.378841,-1.51232,1.45322,2.98474,4.31138,
11,26.2941,5.47398,1.60021,0.800677,1.7114,0.126401,2.29514,-0.0567871,0.737227,-0.0925387,-0.753563,-1.67364,-2.99181,-2.29212,-3.98902,-3.31769,-1.93124,0.491959,1.06824,2.05906,3.59369,2.10905,2.25344,6.82791,
12,20.8675,1.94743,1.19275,0.313516,1.70043,1.76094,1.27228,0.701278,-0.637589,-1.16638,-1.97138,-1.62611,-0.599414,-0.841671,-1.79426,-0.123914,-0.0264884,1.15371,0.349023,1.50274,0.217113,0.321918,2.74884,3.72693,
13,21.7319,2.86207,2.55751,1.17013,-0.0749917,0.427956,-0.300298,-0.408233,-0.0363852,-1.07504,-0.263159,1.44192,0.396312,-0.896127,-0.695025,0.332822,1.20396,-0.162288,-0.267852,0.48942,-1.50233,0.241885,1.98751,4.23134,
14,21.3059,4.82201,2.37249,3.76198,1.10845,1.03921,2.43829,-0.320986,-0.614053,-2.93383,-1.73903,-2.03208,-0.895589,-0.935794,-0.188334,-1.1018,-1.28348,-1.51096,-1.26534,-0.706459,2.07343,1.94705,3.07808,3.82783,
15,22.7223,3.87785,1.32041,0.362601,0.859662,-0.490575,0.0525971,0.591975,0.352733,-0.721392,0.924303,-0.316335,-0.134439,0.458392,-0.646077,0.484527,-1.03645,0.998258,0.967851,-1.57922,0.630879,-1.29857,1.59745,4.07553,
16,25.8179,6.14679,3.18642,4.43374,2.47338,0.922527,1.29163,0.460732,-1.52086,-2.6274,-1.59503,-2.45436,-2.455,-0.00481622,-1.05127,-0.578323,1.41057,1.62075,2.68798,4.37209,3.69409,4.37402,5.03113,6.51124,
17,21.1912,3.63152,2.67102,2.35877,2.02055,1.38453,1.78853,-0.314844,0.467981,0.0750294,-0.0628487,0.636,-0.728921,1.23834,1.74222,0.426456,0.0654513,0.287389,-1.12516,0.0525149,1.04445,-0.195394,2.74305,3.17901,
18,21.5431,3.92835,0.81398,1.96362,0.989126,-0.0674202,-1.64362,-2.10716,-2.27468,0.0452751,-0.661864,-0.572782,1.75913,0.659582,-0.885701,-0.51911,0.0693066,0.542982,0.647801,0.0969449,1.90473,1.65918,3.95217,5.83541,
19,21.7816,3.99014,1.97847,0.873382,1.56504,0.683092,0.191401,-0.284659,0.680678,-0.0391316,0.746717,3.16133,1.90032,1.16198,0.364079,0.782907,1.47975,0.806961,1.98315,1.92969,3.68195,4.07867,5.57288,4.50947,
20,21.6656,4.10898,1.7513,2.77761,2.46384,1.52463,1.33942,-0.433244,0.189877,0.191583,0.374882,1.61296,0.499187,1.1887,-0.0757201,0.930418,0.722766,0.570994,1.19623,0.294033,0.169024,-0.414922,2.26248,4.71821,
21,24.5391,5.63046,2.36799,3.62336,0.672273,2.66339,2.57301,2.08589,2.16243,1.15718,-0.299734,-0.886723,0.268135,1.02853,0.229587,-0.957354,1.53331,2.23093,1.21287,-0.802024,-0.00166042,0.0161414,2.8334,7.94115,
22,23.4585,5.95542,3.56495,1.23108,-0.15684,-0.538346,0.673657,-1.62858,-0.439475,-0.335408,-0.70892,-0.589749,-0.24904,2.21408,0.535996,2.16293,1.69621,-0.49485,0.612407,3.16561,-1.1144,0.947196,2.44125,4.43725,
23,22.7872,5.85167,3.76533,0.21192,-0.78141,1.9339,-0.144604,-0.00857145,-0.85252,-0.52714,-1.2767,0.774848,-0.536554,-0.314324,0.591633,1.90742,1.72362,1.59654,-0.631865,-0.818392,-0.32091,-1.63008,0.121925,4.18885,
24,22.3904,4.28614,1.24784,0.0303733,1.1999,1.59834,2.29793,0.972658,1.02567,1.29565,0.737622,-0.302387,-1.21692,0.367726,-1.08783,-0.376774,1.15095,0.880595,1.84473,1.74306,1.69222,1.01135,0.779667,3.2589,
