Sample #,time 0,time 1,time 2,time 3,time 4,time 5,time 6,time 7,time 8,time 9,time 10,time 11,time 12,time 13,time 14,time 15,time 16,time 17,time 18,time 19,time 20,time 21,time 22,time 23,
0,26.168,1.19361,-2.7591,-0.325911,1.63526,-0.205116,-0.94984,-0.200038,0.730355,-0.0907835,0.188467,2.16731,-0.971826,-4.65709,-1.48446,-0.647697,0.898033,1.42575,-0.408622,-1.36031,-0.707544,-1.25209,-0.0328084,1.3376,
1,24.3763,1.9684,0.118067,-1.57244,-0.548755,-1.51768,-1.00618,2.73819,0.45126,0.884417,-0.946703,-2.29018,-1.73442,0.301067,1.33945,-1.82725,-0.696176,-2.03708,-2.81541,0.0796435,1.01007,2.35397,2.42199,-0.159216,
2,22.6442,4.04721,-2.15806,-1.01887,-2.71586,1.44474,-1.31378,-0.872158,-1.50221,-1.01813,-1.72027,-1.58733,0.586349,1.19869,0.473255,0.0918551,-1.84828,-1.8248,-0.924812,-0.058241,1.21507,-1.8846,-2.45175,1.08298,
3,25.7314,0.831351,1.75547,0.414574,-2.58373,-1.73247,-2.06193,0.886016,0.716168,-0.820409,-1.72061,-0.105193,0.179058,-1.16878,-0.0533527,-2.25911,1.30232,-1.9908,-2.82635,0.0753914,-0.822504,-2.30635,-3.80611,1.80379,
4,22.4348,1.76593,2.40757,1.51011,-0.358577,1.21312,-0.131456,-1.33977,0.931339,-3.54866,-2.50912,-2.52268,-1.28775,0.717583,-2.9752,0.160971,-1.05803,-2.42985,-2.0696,-1.38473,1.25704,-2.14559,-0.074307,0.100232,
5,24.6091,1.99799,-0.579069,-0.606017,0.997849,-1.95565,-0.508044,1.64081,-0.111478,0.44693,-0.733582,-1.86436,-2.20483,-0.659457,-2.83195,0.10897,-0.625897,-2.18453,0.843278,2.42471,-2.07641,0.0733388,1.23945,-0.382476,
6,22.7101,2.98748,0.661686,-2.69011,-0.862758,0.316924,-1.26688,-1.65796,0.419513,-0.504538,2.42915,2.34222,-0.99211,-1.75092,-0.676161,-4.06721,-1.13084,1.39937,0.415082,0.465827,-3.27213,-1.10882,0.855489,0.382642,
7,25.0938,2.46314,-1.28019,-0.28052,-1.16813,0.399969,1.24552,-0.903514,-1.82208,-0.976375,-0.736336,0.327106,-0.309991,-1.8009,0.0652679,-0.363345,-2.22179,1.11952,1.1179,-2.89936,-0.448714,0.736916,-0.794517,3.39804,
8,25.9099,-2.05862,-2.381,0.434712,-2.85991,-1.70397,1.1207,-1.66753,0.761089,-0.582809,-1.77757,-2.67035,1.37295,1.85406,1.69529,-0.294399,-4.38813,1.08859,-1.42413,-0.0298315,-2.23834,-0.842559,-3.20104,1.12006,
9,21.2389,-0.116036,-0.0611834,-0.205927,-0.967689,-0.435068,-1.8153,-1.62085,-1.07381,0.259585,-2.54813,0.144044,-1.41798,-1.44194,0.539127,-3.13528,0.604162,2.6001,-0.155905,-0.0092229,3.09787,0.41278,-1.58716,0.449295,
10,22.1008,-0.964389,0.524113,-0.312946,0.63126,-0.517661,-0.923131,-1.28396,1.02895,-0.258114,-1.81802,0.399621,0.11978,0.249473,-0.956273,-1.48253,-1.50515,-0.938318,-0.702779,-0.285068,-0.587076,0.853918,-1.57337,0.103439,
11,20.3053,0.588505,-0.926636,0.368276,-1.29115,-1.26122,-0.222024,0.816079,-1.20731,0.550869,0.4301,-1.38772,-0.552466,-1.73087,-1.37787,-1.20836,2.85632,0.731552,1.25158,-0.0704656,0.0893225,-3.21859,0.230667,-1.58212,
12,25.2032,-1.07068,-1.73558,-1.44912,-0.730654,-2.3602,-0.905984,-1.60051,-1.38502,-3.13472,-0.0718375,-1.47182,-0.639561,0.0127056,0.503203,1.20108,-1.73078,-0.745427,-1.36185,-0.577316,1.8838,-1.11277,1.14894,0.587152,
13,22.2555,-0.892574,-1.30845,1.52439,-0.996594,1.39121,-1.00539,-2.01718,-1.64103,-1.86266,-2.06399,-1.22044,1.36963,0.353868,-1.60497,-0.820617,-0.361682,-1.21657,0.970792,-1.24496,-3.78265,1.27758,2.192,3.23169,
14,24.1099,0.972495,1.84919,0.123274,-2.12231,1.65692,2.19992,0.484239,-0.238627,0.918301,0.713171,-1.66969,-0.586942,-1.20476,-2.80512,0.41534,-2.79407,-1.66307,-0.67402,1.59529,-1.197,0.31897,2.83324,0.720148,
15,24.0766,4.04631,-3.43508,-0.664148,-1.31216,-0.0265015,-2.2974,-3.3222,-1.28465,-1.10238,-0.4901,0.129372,-0.259297,-0.631568,-0.721227,-1.13434,-1.23462,-0.82159,0.322993,-0.232284,0.0808242,1.11463,0.112323,2.81524,
16,23.4909,-0.197362,0.122647,-0.942461,-0.939292,0.0754535,-0.938258,1.38595,-2.23675,-2.60723,-2.6728,-1.98301,-1.64814,-2.34845,0.970421,1.12986,0.348933,1.04664,-1.45831,-2.44776,-2.60243,-1.53582,-1.39623,-0.76746,
17,24.8868,0.95024,-1.60274,-2.65399,-0.873145,0.931755,1.37725,0.0508484,0.821947,-0.749,-0.894852,1.04345,-2.23105,-0.792864,-1.03524,-5.2565,-0.868946,-4.10292,0.48419,1.67971,0.720995,-0.61762,-0.642957,-0.0891219,
18,24.0789,1.47114,1.03755,-1.69929,-1.45209,-1.3549,-2.13705,0.0870653,-3.20594,-0.148015,0.630352,-0.761166,-1.45996,-0.169302,-1.35377,2.2645,0.0574827,-1.6237,-0.341407,-1.79636,-3.98096,-0.0854096,0.13161,1.99165,
19,23.1105,-1.75117,-3.06488,-1.37335,-0.0547879,0.315659,-0.7411,-1.79108,0.0386297,-1.4443,-0.802679,2.30615,-2.20386,0.527794,0.400062,0.506269,-0.763503,0.865105,-1.86463,-1.74477,-1.12147,0.0200953,-1.70026,2.8934,
20,21.9594,-1.35742,-1.94868,-0.569016,-0.6904,-1.50286,-0.10876,-0.971978,-0.253053,0.330723,-1.85389,-2.15574,0.635904,-0.674213,-2.02493,0.354884,-3.31624,-1.74882,-2.42199,1.18992,2.66278,1.51211,1.21817,-0.871282,
21,23.6758,0.697552,-0.289736,-1.72686,-0.396914,-0.267513,-0.155328,-1.13462,-0.523402,-1.30798,0.196297,2.57843,-0.734177,-0.121501,0.607513,-1.05099,0.551743,1.14973,-2.06273,-1.52485,-0.725968,-1.5812,1.1503,0.182731,
22,25.2462,1.88302,-1.56691,-0.160068,1.06332,-2.45147,-0.604074,-2.04696,-2.20181,0.719815,-0.653779,0.731577,-1.28066,-0.637088,1.97992,1.36906,0.604217,-2.9355,-1.49344,-1.34892,-0.86364,-0.983976,-1.74587,1.68002,
23,27.193,-0.0925855,-1.38994,1.23619,-0.610818,-3.32243,-0.640077,1.29406,-1.67362,-0.042746,1.54898,-2.40427,1.62395,-0.300685,-1.11291,-1.11205,-1.00092,-1.06433,-1.14992,-1.6075,-0.998224,-3.76698,-1.16503,-1.94474,
24,24.7457,2.66341,-1.12466,-1.07423,-0.832768,-0.198961,1.23164,-1.11648,-0.0921475,-0.0982792,-2.88995,0.248952,0.320417,-0.675722,-1.53916,-1.39156,-2.77067,-3.89991,0.376247,-1.98323,-2.50604,-0.266197,0.0831079,-0.964262,
