Sample #,time 0,time 1,time 2,time 3,time 4,time 5,time 6,time 7,time 8,time 9,time 10,time 11,time 12,time 13,time 14,time 15,time 16,time 17,time 18,time 19,time 20,time 21,time 22,time 23,
0,5.59708,0.389797,0.347189,-0.217948,-0.638022,-0.924293,1.29966,1.14734,1.52783,2.11834,1.62037,1.59783,0.111846,1.36508,-0.0452993,-0.826551,-1.37869,-1.25353,-1.71076,-2.14155,-0.630563,0.612377,1.26716,1.08781,
1,3.9647,-0.115788,0.157999,0.0946762,-0.284023,-0.27462,0.0738421,-0.124243,0.0447822,0.655856,0.0243259,0.303906,1.2633,0.407963,0.577443,-0.37874,-0.857453,0.451813,-0.0454287,-0.0555106,0.099425,-0.432097,0.272206,0.519005,
2,3.80917,0.00842384,0.278177,-0.304352,-0.543783,-0.305998,-0.242086,0.0776899,0.156594,1.12531,0.460443,-0.120419,0.108454,0.0169853,-0.130696,-0.0319799,-0.163832,0.0467575,0.406196,0.0822451,-0.157124,-0.166084,-0.104099,-0.0505763,
3,3.01044,0.14709,0.201836,0.149753,0.0818399,0.15272,-0.109754,-0.585052,-0.370728,0.56117,0.00444746,-0.333543,0.205621,0.204504,-0.141918,-0.220203,-0.180087,0.00527327,-0.0124409,-0.115666,0.209309,-0.0337059,0.184809,-0.331783,
4,9.55293,3.54744,1.92145,0.32319,0.175108,0.608456,-0.214342,0.189258,-0.550625,2.04211,3.5557,3.21943,1.40249,-0.301096,-0.83053,-0.210974,1.4472,2.8291,1.42705,1.80654,-0.360118,0.307266,0.254725,0.951555,
5,75.7303,32.8753,6.37179,1.05656,12.6988,22.5475,13.3218,16.7063,12.3977,-7.03036,-24.3219,-32.8919,-40.4007,-31.9827,-25.4041,-20.2898,-17.7715,-17.4958,-18.8337,1.29647,32.8535,54.8467,74.3251,77.6418,
6,68.0486,20.07,5.64107,7.7717,20.735,37.1098,40.886,22.9493,-2.95853,-19.9139,-31.643,-34.0667,-27.9342,-8.22925,6.86264,3.86483,3.22426,-1.4273,0.633332,22.7931,24.0822,33.7144,44.9714,60.0493,
7,16.745,8.95458,7.39738,8.65568,11.966,1.36618,4.22115,6.74146,1.36059,0.313112,-0.457473,-0.11533,-0.069823,-0.382954,0.190862,0.0862397,2.26775,-0.284733,-0.87121,-0.033453,1.5512,4.73699,9.39189,9.53967,
8,26.4566,19.9979,18.8425,14.995,13.3071,2.45763,1.109,-0.416132,0.645345,-0.67826,-0.76002,-0.106333,0.915757,2.04786,0.74225,0.406815,-0.315474,-0.257261,-2.51371,-13.4175,-16.8013,-17.3002,-10.0873,8.0275,
9,30.9199,21.8919,18.9093,13.163,6.39004,-0.302562,0.109387,0.124076,2.09876,-2.2523,-7.59499,-4.01594,-1.70403,-0.335865,0.460408,0.378104,-0.109393,-1.77448,-0.352347,1.82615,-0.0389459,1.07717,6.44275,15.808,
10,10.1069,5.41153,2.24694,3.37213,5.99713,4.56215,-0.225676,-0.324044,-5.27099,-1.33179,-0.190659,0.391274,0.234698,0.740016,-0.0337176,2.61067,0.28857,-0.00570532,-0.133678,0.803146,0.805622,2.68728,7.46629,7.42045,
11,8.72553,4.21976,4.40108,3.97839,0.654527,4.82415,5.01006,5.32521,5.74223,6.16721,6.06342,5.33366,1.57538,-0.138178,-0.0297936,5.02337,4.85987,1.50772,-0.372085,0.430731,-0.211346,1.96863,1.14143,3.18405,
12,14.0614,7.906,5.18974,2.06966,-1.07337,-0.242927,3.5883,4.89623,7.9257,0.309352,-1.62645,-10.8858,-9.76317,0.183369,-0.0813101,-1.65417,-2.0765,-0.496232,-0.143838,0.0750781,-0.031931,-0.169582,0.221802,7.09397,
13,3.63974,0.0907275,0.200562,-0.227237,0.179373,0.172781,-0.53153,0.0783669,-0.336469,-0.111215,-0.108961,0.191062,0.191164,0.238142,0.167452,-0.180554,-0.0922892,-0.0393466,-0.580126,-0.370658,-0.65695,-0.407184,-0.371256,-0.33819,
14,5.26103,0.722146,-0.407377,0.134865,-0.305965,-0.250443,0.191278,-0.0230332,-0.918168,-1.28479,-1.15177,-0.519777,-0.735055,-0.705425,-0.397492,0.441983,0.49834,0.630351,0.267665,-0.209846,-0.146503,-0.551366,-0.590395,0.195063,
15,3.55427,0.355528,0.151931,-0.184206,0.45798,0.246255,-0.0748859,0.102611,1.26212,0.769127,0.367001,-0.147515,0.173274,0.0740959,0.0702146,-0.00577362,0.0547949,-0.197376,-0.0890044,0.120941,0.177658,0.112774,-0.175614,-0.0935265,
16,3.32245,-0.0697143,0.0540429,-0.645847,-0.228983,0.181455,-0.16096,-1.00948,-0.969476,-0.772081,-0.0280048,-0.300301,-1.19888,-0.909722,0.0490855,0.261831,-0.215978,-0.270357,-0.204626,-0.491257,-0.449551,-0.126552,0.145594,-0.327454,
17,2.56962,0.11368,-0.00731826,-0.335773,-0.0262634,-0.0747387,-0.0400293,-0.139976,-0.294227,0.075603,0.555314,0.620075,0.0713024,-0.2775,0.670497,0.987744,0.660986,0.0951724,0.407365,0.307639,-0.0253564,0.261413,-0.0384303,-0.0312135,
18,3.86886,0.0402764,-0.190145,-0.356248,0.069078,0.4929,0.0408235,0.120039,0.132127,-0.493879,0.0246941,-0.231687,-0.80656,-0.881505,-1.04425,-0.638547,-0.656584,-0.774953,-1.0547,-0.599871,-0.00174148,0.0798351,-0.338295,0.139859,
19,4.43557,0.207923,-0.0749095,-0.207977,-0.179395,-0.899946,0.166748,-0.290348,0.180767,-0.223245,0.174019,0.277231,-0.42405,0.157983,-0.422279,0.0467967,0.415619,0.457961,0.076601,0.219513,-0.205103,-0.00651473,-0.242155,0.00856112,
20,3.38079,0.233635,0.029478,-0.383266,0.241084,0.276075,-0.102268,-0.367569,-0.206643,0.0741025,0.135669,0.395312,-0.199886,-0.0512954,-0.194547,0.0278347,-0.189717,0.527364,0.466534,0.017718,-0.163091,0.151026,0.196744,-0.000474034,
