Sample #,time 0,time 1,time 2,time 3,time 4,time 5,time 6,time 7,time 8,time 9,time 10,time 11,time 12,time 13,time 14,time 15,time 16,time 17,time 18,time 19,time 20,time 21,time 22,time 23,
0,20.8639,0.794925,0.251773,0.244043,-0.207738,0.289876,-0.166105,0.475033,0.448917,-0.570369,0.279397,0.428812,0.322601,-0.137224,0.80695,0.408874,0.0434518,-1.21564,0.190145,0.62983,0.521577,-0.629346,0.102802,2.57525,
1,22.5858,1.20913,-1.01002,2.42921,0.709974,-0.602777,-1.85886,-0.698363,0.816982,-0.451898,-0.092694,-2.00995,-0.472646,-1.41024,0.438812,0.538434,-0.622431,-0.338459,-0.193272,0.788633,0.445506,0.418171,1.63696,4.23377,
2,20.9495,1.28441,-0.704871,1.74307,-0.426394,-0.556417,-0.60841,0.501653,0.0453814,0.2627,2.04443,0.253924,0.426489,0.758673,1.26271,0.594976,0.866291,-0.456497,0.430505,0.628253,-0.58365,0.680779,0.028825,3.27292,
3,20.7965,0.943274,2.06241,-0.933719,-0.316165,0.177661,0.464906,1.63948,1.13397,1.83461,-0.0123181,1.42403,-0.191578,1.21722,0.455633,1.08837,0.927252,-1.16481,-0.953445,0.25365,0.947164,-1.92695,0.650639,1.63114,
4,19.2677,1.15927,0.262514,-0.4194,0.51196,0.747524,-2.22431,-0.152475,-1.51181,-0.616521,-1.12034,0.177554,0.443576,1.07163,0.262505,0.167079,0.358177,0.022375,-0.41591,0.609252,1.0552,0.259422,-0.238393,1.98609,
5,19.3771,1.30381,1.70626,0.181939,0.360117,-0.075822,-0.0621882,0.300675,-0.382091,-0.519526,-0.711152,-1.10588,0.254412,0.184788,0.743428,-0.502434,-0.575832,0.1249,0.773926,0.966534,-0.0685338,0.974511,-0.839592,1.02577,
6,20.8961,1.91982,0.492025,0.713188,1.30416,-0.0116445,2.44719,0.0819015,-0.800784,0.154275,-1.72405,0.833725,0.143201,0.275466,0.507419,-0.719776,-0.71424,-0.164753,2.00829,0.0424117,-0.0362828,1.55066,-0.819141,3.01158,
7,19.9583,2.37682,1.16697,1.10432,0.9128,-0.469081,-0.0775384,-0.0489966,0.230687,-1.40814,-1.49983,-0.156632,-1.30657,-0.802882,0.215814,-0.384767,0.626349,0.0186979,0.858772,-1.60167,-0.533805,-1.33831,-0.0853099,0.781802,
8,19.1732,0.63208,-1.37465,-0.968288,-0.159127,-0.593088,-0.155599,0.676542,-0.293507,-0.443403,0.345703,0.0972365,0.232338,-0.901402,0.657069,-0.986336,-0.736999,0.762267,1.54936,0.0824105,-0.716423,-0.689905,0.740253,1.22987,
9,20.8706,0.470385,0.163872,1.47173,1.16367,0.665051,-2.13528,0.105465,-0.509086,-0.458768,0.823207,-0.45237,-1.06435,-1.05006,-1.05012,1.56159,0.0296727,0.594358,-0.0648169,0.182551,-0.0365438,0.0507634,-0.291613,1.52023,
