Sample #,time 0,time 1,time 2,time 3,time 4,time 5,time 6,time 7,time 8,time 9,time 10,time 11,time 12,time 13,time 14,time 15,time 16,time 17,time 18,time 19,time 20,time 21,time 22,time 23,
0,0,-0.0706661,-0.123719,-2.55241,-2.1841,-1.36289,-0.558497,1.81119,1.82428,-1.0421,0.302379,1.03095,0.705559,1.84995,0.619669,-0.362851,0.34276,2.24831,0.820273,-0.817908,0.265498,0.0526608,0.00474377,-0.226598,
1,0,1.71613,1.12962,1.19212,0.920809,-0.584149,-1.59614,-0.862203,-1.66166,-3.231,-2.88571,-2.1411,-1.78082,-2.92662,-1.31659,-2.56303,-2.85981,-1.29523,-1.09794,-3.01635,-1.42431,-1.06323,-0.977535,-2.53108,
2,0,2.81473,0.586864,-1.0258,-1.72912,-0.662794,-1.06673,-1.52249,-0.180192,4.07075,0.638918,0.052261,2.14209,1.64623,1.33613,1.98393,-0.436754,0.154412,0.0353662,0.353249,1.40922,1.65882,1.66759,0.624665,
3,0,0.391213,-0.798589,0.341632,-0.853717,0.738193,0.191622,-0.442106,2.19859,2.28549,1.27976,1.84691,1.20764,0.538278,-2.04207,-2.2616,-2.73265,-1.90419,-1.24884,-1.35617,-2.127,-0.107979,-0.987104,-1.46096,
4,0,-0.348234,1.19502,-1.00437,-0.399402,1.46988,-0.550566,0.0169447,1.55556,-1.36513,-1.85617,-0.178104,0.435761,1.89896,1.90219,3.79923,3.29065,2.04012,0.399187,1.27484,3.43408,1.14284,0.836941,2.36023,
5,0,-0.640439,-1.04635,0.592721,1.39457,1.00741,2.83544,1.79339,2.61112,2.76438,3.47051,3.03671,0.197169,0.276779,1.04338,-0.162215,1.25325,1.5114,1.80759,-0.030989,-1.41125,-2.14606,-1.73564,-1.98784,
6,0,-0.0609594,-1.33282,-0.158912,-1.57623,-0.964461,-0.781941,-3.47167,-1.30589,-0.243817,-0.938752,0.303467,1.2603,1.44934,1.85058,-0.552211,1.04431,0.270595,-0.133315,-1.15532,-0.922809,-1.9229,-2.77913,-0.766989,
7,0,-0.0254592,0.0869552,-1.98088,0.609717,-0.885942,0.612814,0.038947,2.542,3.50449,3.99906,2.20788,3.11072,1.29904,-0.161027,-0.375798,-0.976239,-1.06351,-2.53609,-2.22297,1.84308,0.11014,-0.219534,-0.215136,
8,0,0.869783,0.284404,0.33026,-1.25179,0.67115,0.00794433,0.735562,0.500071,-0.483733,0.278836,1.25408,-0.470185,0.186751,1.34306,3.16113,1.01961,0.391185,0.552742,1.3262,1.16052,0.867981,-0.702839,-0.636369,
9,0,0.520747,2.01547,2.03877,2.20946,3.13394,0.924565,0.897439,-0.0990877,2.3052,2.96452,3.5451,2.83299,0.565423,0.37371,0.427077,0.976062,0.262674,0.487409,-1.0163,0.4811,-0.0750986,-0.963299,-0.626566,
10,0,0.569445,0.0229899,-0.0950173,0.0309567,0.711429,-0.276112,-0.0722041,-0.401635,0.616452,1.23187,1.50577,-1.53372,-0.706937,-0.0793436,0.350581,0.448365,2.28565,-0.800314,-1.7188,-0.271269,-2.02531,-0.509529,-0.792617,
11,0,-1.77329,-3.97392,-2.62964,-2.70862,-2.87981,0.439832,-1.4945,-2.45722,-0.728408,-0.558502,-0.62321,0.938823,1.88051,2.03315,2.39691,1.37964,-0.233942,1.34354,1.25377,0.30005,0.245185,-0.617745,0.882247,
12,0,-0.343907,-2.06502,-1.13035,-0.753204,-1.54357,-1.45485,1.02654,-1.53755,-0.0508235,-0.325062,0.902804,0.0182858,-1.38755,-2.02198,-0.575069,0.150773,0.188253,1.57834,1.76816,1.84951,1.76832,1.07944,1.35925,
13,0,0.579708,0.262668,-0.808608,-0.785958,-1.28477,-2.09616,1.33121,0.896563,1.13132,1.2191,0.0140314,-0.970714,-0.316607,-0.0912542,-1.29401,-0.551935,0.4988,0.891646,1.67003,-0.698261,0.87928,0.514564,-1.8042,
14,0,-0.218351,-1.8922,-3.8013,-0.549612,0.16528,0.26259,0.742689,0.195214,1.00508,-0.76606,-0.329466,-2.38175,-1.56254,-2.1614,-4.6537,-1.20762,-1.51154,-1.92077,-2.17181,1.67727,-0.182186,-0.753924,-0.0522813,
15,0,-1.23779,0.144659,0.35869,-0.387895,-0.614658,-0.830522,0.155068,-0.108638,0.487971,-0.756988,-1.45182,-0.566638,0.435095,-1.72477,-0.010087,-0.0626969,-0.665348,-0.820816,1.52963,0.983044,1.21865,1.76001,-0.985068,
16,0,-0.812806,-0.206117,-1.15235,-1.69595,-0.13584,-0.260651,0.195052,0.711523,2.0896,1.33853,-0.435632,0.295502,1.37235,0.0539643,-0.174129,-0.138356,-0.494965,0.602469,1.28205,-0.492446,0.515412,2.11644,1.8045,
17,0,-0.916293,2.16006,3.85994,2.72381,1.71336,2.41337,1.24238,0.947486,0.258087,0.0694213,1.28994,1.19674,-1.94744,-1.10009,-0.7684,-0.356224,-0.296782,-0.396616,0.902846,0.754,1.02338,2.18573,0.186522,
18,0,0.809451,0.758335,-0.502671,0.29578,0.238179,1.36838,1.23104,0.223144,-1.24726,-0.764828,0.484996,-1.72577,-1.41175,0.0905263,-0.772544,0.800928,-0.347747,-1.22273,0.252485,-0.747895,-0.481543,-2.53391,-1.05027,
19,0,0.50533,-0.206412,-0.275628,-1.12532,-0.454903,-1.10033,-0.101804,0.741214,0.113696,-1.04844,-0.32472,0.758086,-1.39101,-1.5866,-1.19086,2.27293,1.8444,1.58124,-0.582638,-0.631723,-1.42684,0.420457,-0.407271,
20,0,-0.56283,-0.141041,0.131828,0.594096,-0.567094,-2.55328,-1.57757,-1.12239,-0.77764,-1.72759,0.262776,1.3196,1.24579,1.62226,-0.245712,-0.209013,0.455728,-0.0184025,1.21669,-0.892783,-1.07855,-0.814804,0.50447,
21,0,-0.893709,-1.20335,-2.53496,0.0772892,-0.707728,-1.01982,-0.120407,0.90591,2.07284,0.51534,-0.671154,0.772565,-0.540214,1.52603,2.00648,-0.596316,-1.31654,-0.306124,0.578874,-0.28485,-0.676457,1.72859,3.09127,
22,0,-0.247267,-0.926278,-0.680131,-0.83179,0.618073,0.964049,0.650497,0.976257,0.208904,0.139031,2.31688,0.721848,0.0223107,0.917188,1.12081,-0.0418847,1.42276,1.77912,0.864095,0.0881965,-0.105117,-0.597063,0.0916304,
23,0,-0.107144,-2.13157,-0.499189,-0.128947,0.815236,-0.19945,-1.55339,-2.9079,-2.66934,-1.67816,-0.780477,-3.07707,-2.14513,0.902799,1.85904,3.87005,2.5957,4.6341,2.37415,4.58078,1.98349,1.30698,1.02652,
24,0,-1.56568,-1.54663,0.0310173,-0.883221,-0.583378,-0.606114,0.906087,-0.768955,-1.79483,1.24934,-2.63265,-2.59091,-3.61097,-2.08261,-3.60908,-1.64455,-2.574,-1.18697,-0.269256,0.945844,0.0981232,-0.96275,-0.203154,
