Sample #,time 0,time 1,time 2,time 3,time 4,time 5,time 6,time 7,time 8,time 9,time 10,time 11,time 12,time 13,time 14,time 15,time 16,time 17,time 18,time 19,time 20,time 21,time 22,time 23,
0,15.7814,0.522559,-1.41293,0.542831,-0.633929,-1.93179,-0.807892,-0.683579,-0.284865,-0.0682575,-1.38765,-0.984457,-0.712973,-0.551919,-1.33861,0.289902,-2.18877,-1.28318,-0.6742,-0.73082,-0.224117,0.693362,-0.625224,-0.894889,
1,16.0747,1.41742,-1.06705,-2.4859,-0.52045,0.40433,0.375637,-0.936575,-0.330131,-0.999878,-0.10017,-0.267173,0.0322109,-0.252959,0.280968,-1.4987,-0.365453,-0.30986,-1.90965,-1.78014,0.35296,-0.766239,-0.664576,0.0692369,
2,13.215,0.10977,-0.167452,0.0535452,-0.535723,-1.85801,-1.61497,0.22191,1.86915,-1.49637,0.456625,-0.326039,-0.686399,-1.63744,0.103661,0.501909,-0.576642,-1.44953,0.996958,-0.13219,0.715742,-0.736924,0.636454,0.370011,
3,18.5803,0.801039,-0.662642,0.036236,-0.925734,-0.210252,-2.22027,-0.925818,-0.789787,0.461933,-1.83581,-0.188321,0.879903,-0.355648,-0.621762,-0.945502,-0.81986,-0.459882,-1.94825,-0.172875,0.844522,-1.16426,0.0283039,0.144655,
4,16.1447,0.0892114,-0.287526,-1.18773,0.558722,-0.518386,-0.527243,-0.0782322,-0.982751,-0.730328,1.02128,1.12517,0.362421,1.9065,0.539791,-2.68171,-1.67378,0.215693,-0.537333,-0.75438,-1.833,0.214785,-1.64477,0.498518,
5,15.9347,2.05714,0.192275,0.998113,-1.05878,0.400358,-0.350202,-1.19137,0.704204,-0.587657,-1.64747,-0.807873,-1.60137,0.497769,-0.326014,-0.587778,0.0542245,-2.01443,-0.595945,-0.336448,-1.07116,0.636653,-0.284461,0.0635186,
6,18.5353,-0.688363,-1.50202,0.240909,0.304132,-0.297226,-1.46776,0.216978,0.0385342,-1.24824,-0.673007,0.0109635,-1.71132,-0.398413,1.70945,-0.304694,-0.0647579,-0.427074,-0.24997,-0.25654,-1.88014,-2.11495,-1.82973,2.05845,
7,17.1957,-1.64517,0.678895,-0.878322,-1.51578,-1.79671,-1.32383,0.331536,-0.376628,-0.541996,-0.527419,-2.52737,-0.829498,0.149425,-0.196213,1.47866,-0.538635,-0.222159,1.02639,2.2091,-1.44072,0.818429,1.27208,0.46435,
8,16.2515,-0.0589046,-0.677731,-0.259689,-1.2412,-1.40691,-0.596249,0.0678658,1.31206,0.846666,0.174209,-0.740185,-0.96086,0.568314,-0.941184,-0.187375,-0.698081,0.646688,-1.22737,-0.0374955,-2.23036,-1.58341,-2.03233,0.294545,
9,15.1915,-1.12667,-0.136321,-0.260363,0.214266,-0.307619,0.502193,0.0959123,-0.505709,-1.04198,-2.07767,-0.124572,-1.31102,-1.68855,0.00569362,0.320763,-1.18169,0.178994,0.587407,-0.621345,0.447989,0.096515,0.659507,0.940226,
10,16.4555,1.6047,-0.622788,-0.871037,-0.0964071,-0.126845,1.78939,0.551104,1.27278,-1.44537,-0.964357,-1.3431,0.943064,-0.750788,-2.04325,-0.446597,-0.822766,-0.0663532,1.82271,0.042215,-1.33968,-0.912142,-1.60169,-0.38632,
11,15.9377,0.354201,0.497972,-1.53586,-0.875294,-1.52182,0.773463,-2.49465,1.3631,-1.59711,0.0511206,-0.318369,2.15036,-0.524865,-0.548144,-0.321961,1.43757,-0.626595,1.11254,-0.0797464,0.865126,0.00377146,0.296517,1.83424,
12,17.1496,-0.609417,0.520344,0.0346631,-0.0783502,0.126494,0.325361,-1.33415,0.29392,0.111925,-0.544105,0.435231,1.07152,-0.0814789,0.0477445,-1.31037,-2.15829,0.250763,-0.504112,-1.23243,-0.4793,0.0496046,1.07726,0.279138,
13,15.0945,-0.128267,-1.12463,-0.359701,-0.649054,1.21608,-0.728848,-0.416154,-0.849329,0.239057,-0.355206,0.815682,1.43619,1.23458,0.450101,0.070871,0.0494418,-0.524383,0.842719,0.43183,1.84114,-1.12692,0.488337,-0.307774,
14,17.4458,-1.3031,0.174788,-0.389907,-1.09069,-0.937212,-0.232509,0.421425,0.869929,-0.685483,-0.883406,-0.978588,0.0116605,-0.54376,-1.27731,-0.508333,-1.33129,-0.53835,-0.59558,-1.51505,-0.784995,0.475466,-0.240383,1.8123,
15,16.3093,0.0201755,0.167754,0.275599,-0.647694,-0.123635,2.20558,-1.64107,-2.42123,-0.721357,-1.01006,0.0620124,1.96022,-1.54288,-0.380512,-0.0652685,-0.449264,-1.26548,-1.85626,-0.942789,1.33326,-0.639204,0.126539,-1.98637,
16,14.8834,1.3916,0.850611,-0.60859,1.00749,-0.772801,-0.868985,-0.0853527,-0.576828,1.23318,0.694648,-0.436922,-1.04603,-1.11018,-1.24726,-0.637627,-1.20761,0.141763,-0.637905,0.413421,-0.329292,-1.01043,-0.496648,0.122663,
17,16.9818,1.92546,0.336916,-0.453193,2.09368,-0.24425,-1.00607,-0.842802,-1.22926,-0.564264,-2.38068,0.237456,-1.26308,-3.41417,-1.38439,0.670893,-0.774894,-1.00807,-0.681936,-1.33829,-0.660206,0.246659,-0.627421,0.479431,
18,14.2685,1.27494,0.680645,0.237602,-0.435123,-0.892135,1.40481,-2.35204,-1.37662,-1.0966,-1.14857,-0.924935,-1.32245,-0.872188,0.655357,-1.34781,-0.644849,-0.279922,0.448696,0.938125,-0.64644,-1.73265,0.111625,-0.104983,
