Sample #,time 0,time 1,time 2,time 3,time 4,time 5,time 6,time 7,time 8,time 9,time 10,time 11,time 12,time 13,time 14,time 15,time 16,time 17,time 18,time 19,time 20,time 21,time 22,time 23,
0,31.753,17.3126,10.8496,6.72245,4.40234,3.15152,2.27142,1.45831,0.522693,-0.361741,-0.842506,-1.21451,-1.42757,-1.21451,-0.842506,-0.361741,0.522693,1.45831,2.27142,3.15152,4.40234,6.72245,10.8496,17.3126,
1,28.1802,14.5367,9.14296,5.9156,3.69242,2.35258,1.60822,1.1898,0.905369,0.64161,0.853609,0.965585,1.09471,0.965585,0.853609,0.64161,0.905369,1.1898,1.60822,2.35258,3.69242,5.9156,9.14296,14.5367,
2,33.8279,19.7745,13.7161,10.3201,7.96568,6.35942,5.21672,4.39429,3.6997,3.37235,2.98014,2.60734,2.36402,2.60734,2.98014,3.37235,3.6997,4.39429,5.21672,6.35942,7.96568,10.3201,13.7161,19.7745,
3,36.5549,21.8474,15.6907,11.9003,9.26629,7.26354,5.70086,4.14505,2.90403,2.21949,2.01094,2.33224,2.39935,2.33224,2.01094,2.21949,2.90403,4.14505,5.70086,7.26354,9.26629,11.9003,15.6907,21.8474,
4,32.5383,18.1153,11.7358,7.70014,5.0405,3.22129,2.18445,1.73672,1.47106,1.49244,1.87967,2.32805,2.62963,2.32805,1.87967,1.49244,1.47106,1.73672,2.18445,3.22129,5.0405,7.70014,11.7358,18.1153,
5,31.4452,16.8478,10.7594,7.22361,5.14655,3.86764,2.81048,1.79851,1.22414,0.922209,1.16694,1.53364,1.92973,1.53364,1.16694,0.922209,1.22414,1.79851,2.81048,3.86764,5.14655,7.22361,10.7594,16.8478,
6,31.4251,16.6478,10.3753,6.54146,4.09788,2.67955,2.0183,1.60711,1.37837,1.27821,1.30797,1.31348,1.35794,1.31348,1.30797,1.27821,1.37837,1.60711,2.0183,2.67955,4.09788,6.54146,10.3753,16.6478,
7,30.9387,15.9951,9.49373,5.65558,3.26231,1.97376,1.08087,0.489432,-0.254194,-0.667892,-0.695246,-0.638148,-0.616963,-0.638148,-0.695246,-0.667892,-0.254194,0.489432,1.08087,1.97376,3.26231,5.65558,9.49373,15.9951,
8,32.9348,18.159,11.5748,7.42046,5.12694,3.43745,2.44202,1.60717,1.0307,0.759011,0.7155,1.12686,1.45264,1.12686,0.7155,0.759011,1.0307,1.60717,2.44202,3.43745,5.12694,7.42046,11.5748,18.159,
9,35.4951,20.821,14.1482,9.7259,6.86199,4.92398,3.82186,2.83377,2.11638,1.54506,0.978763,0.557653,0.4268,0.557653,0.978763,1.54506,2.11638,2.83377,3.82186,4.92398,6.86199,9.7259,14.1482,20.821,
10,31.3194,16.2786,9.68407,6.03036,3.93075,2.71853,1.94087,1.38999,0.86612,0.412242,-0.0548914,-0.551124,-0.676267,-0.551124,-0.0548914,0.412242,0.86612,1.38999,1.94087,2.71853,3.93075,6.03036,9.68407,16.2786,
11,28.6612,14.2597,8.02997,4.29934,1.97513,0.831432,0.128471,-0.440087,-1.21375,-1.61679,-1.92558,-2.04398,-1.81829,-2.04398,-1.92558,-1.61679,-1.21375,-0.440087,0.128471,0.831432,1.97513,4.29934,8.02997,14.2597,
12,35.6758,21.0078,14.3949,9.92397,7.22125,5.64735,4.5564,3.67668,2.95872,2.7249,2.44073,2.29574,2.10815,2.29574,2.44073,2.7249,2.95872,3.67668,4.5564,5.64735,7.22125,9.92397,14.3949,21.0078,
13,31.4814,17.722,11.748,7.85305,5.11259,3.19656,1.90807,0.636063,-0.469493,-1.01995,-1.49376,-1.70704,-1.69384,-1.70704,-1.49376,-1.01995,-0.469493,0.636063,1.90807,3.19656,5.11259,7.85305,11.748,17.722,
14,31.0463,16.4948,10.1121,6.11098,3.90169,2.50216,1.74475,0.923651,-0.0753003,-1.16452,-1.59967,-2.06245,-2.37434,-2.06245,-1.59967,-1.16452,-0.0753003,0.923651,1.74475,2.50216,3.90169,6.11098,10.1121,16.4948,
15,32.8936,18.2558,11.9359,8.13851,5.51848,3.52352,2.24672,1.49611,1.27588,1.76154,2.27516,2.57224,2.40245,2.57224,2.27516,1.76154,1.27588,1.49611,2.24672,3.52352,5.51848,8.13851,11.9359,18.2558,
16,29.817,15.5443,9.72813,6.4382,4.56565,3.61712,2.96678,2.53579,2.13327,2.25398,2.5866,2.91334,3.17404,2.91334,2.5866,2.25398,2.13327,2.53579,2.96678,3.61712,4.56565,6.4382,9.72813,15.5443,
17,31.4305,16.9284,10.3798,6.21705,3.51267,2.33966,2.09463,1.90551,1.71586,1.2649,0.424311,-0.122511,-0.139182,-0.122511,0.424311,1.2649,1.71586,1.90551,2.09463,2.33966,3.51267,6.21705,10.3798,16.9284,
18,32.1917,17.3692,10.8196,7.27139,4.96655,3.50918,2.92088,2.06478,1.19863,0.6491,0.224411,-0.158774,-0.0503005,-0.158774,0.224411,0.6491,1.19863,2.06478,2.92088,3.50918,4.96655,7.27139,10.8196,17.3692,
