Sample #,time 0,time 1,time 2,time 3,time 4,time 5,time 6,time 7,time 8,time 9,time 10,time 11,time 12,time 13,time 14,time 15,time 16,time 17,time 18,time 19,time 20,time 21,time 22,time 23,
0,23.6918,0.463587,-0.988376,-1.15238,-1.14575,-1.13359,-1.12904,-1.11947,-1.22144,-1.37298,-1.21145,-1.29351,-1.08296,-1.29351,-1.21145,-1.37298,-1.22144,-1.11947,-1.12904,-1.13359,-1.14575,-1.15238,-0.988376,0.463587,
1,23.5039,0.451647,-0.858493,-1.07513,-1.27623,-1.22168,-1.17203,-1.32087,-1.14893,-1.11105,-1.17415,-1.22716,-1.23573,-1.22716,-1.17415,-1.11105,-1.14893,-1.32087,-1.17203,-1.22168,-1.27623,-1.07513,-0.858493,0.451647,
2,23.5524,0.483462,-0.868636,-1.06451,-1.12966,-1.21467,-1.24421,-1.14119,-1.26379,-1.28106,-1.28121,-1.19953,-1.14237,-1.19953,-1.28121,-1.28106,-1.26379,-1.14119,-1.24421,-1.21467,-1.12966,-1.06451,-0.868636,0.483462,
3,23.6055,0.536761,-0.942719,-1.07399,-1.21203,-1.25319,-1.25128,-1.28392,-1.09877,-1.20911,-1.24521,-1.20039,-1.13783,-1.20039,-1.24521,-1.20911,-1.09877,-1.28392,-1.25128,-1.25319,-1.21203,-1.07399,-0.942719,0.536761,
4,23.4747,0.3922,-1.0028,-1.09193,-1.2666,-1.13849,-1.09602,-1.26147,-1.11479,-1.20967,-1.12366,-1.26246,-1.12331,-1.26246,-1.12366,-1.20967,-1.11479,-1.26147,-1.09602,-1.13849,-1.2666,-1.09193,-1.0028,0.3922,
5,23.5789,0.525978,-1.02848,-1.13919,-1.15691,-1.0947,-1.1814,-1.20591,-1.13698,-1.12865,-1.35295,-1.23611,-1.30827,-1.23611,-1.35295,-1.12865,-1.13698,-1.20591,-1.1814,-1.0947,-1.15691,-1.13919,-1.02848,0.525978,
6,23.7641,0.592586,-0.933471,-1.0786,-1.15651,-1.23446,-1.28295,-1.28049,-1.23864,-1.2268,-1.25376,-1.21224,-1.15342,-1.21224,-1.25376,-1.2268,-1.23864,-1.28049,-1.28295,-1.23446,-1.15651,-1.0786,-0.933471,0.592586,
7,23.5857,0.518112,-0.889748,-1.18248,-1.23942,-1.31209,-1.22779,-1.26844,-1.22214,-1.15896,-1.20346,-1.04215,-1.12856,-1.04215,-1.20346,-1.15896,-1.22214,-1.26844,-1.22779,-1.31209,-1.23942,-1.18248,-0.889748,0.518112,
8,23.3436,0.504829,-0.925229,-1.08135,-1.12274,-1.19913,-1.17361,-1.24706,-1.12423,-1.12579,-1.26188,-1.28371,-1.26382,-1.28371,-1.26188,-1.12579,-1.12423,-1.24706,-1.17361,-1.19913,-1.12274,-1.08135,-0.925229,0.504829,
9,23.5379,0.552042,-1.08172,-1.16714,-1.2667,-1.30398,-1.21646,-1.2749,-1.17956,-1.11844,-1.10994,-1.06835,-1.0676,-1.06835,-1.10994,-1.11844,-1.17956,-1.2749,-1.21646,-1.30398,-1.2667,-1.16714,-1.08172,0.552042,
10,23.6063,0.618648,-0.845133,-1.10048,-1.12869,-1.22591,-1.33793,-1.32095,-1.20666,-1.21082,-1.22079,-1.18703,-1.27483,-1.18703,-1.22079,-1.21082,-1.20666,-1.32095,-1.33793,-1.22591,-1.12869,-1.10048,-0.845133,0.618648,
11,23.5244,0.51837,-1.06437,-1.06563,-1.13856,-1.28334,-1.26153,-1.2206,-1.10367,-1.10346,-1.21259,-1.24176,-1.17017,-1.24176,-1.21259,-1.10346,-1.10367,-1.2206,-1.26153,-1.28334,-1.13856,-1.06563,-1.06437,0.51837,
12,23.6922,0.572604,-0.941942,-1.18042,-1.192,-1.22567,-1.2013,-1.22608,-1.23836,-1.14524,-1.3955,-1.12348,-1.09748,-1.12348,-1.3955,-1.14524,-1.23836,-1.22608,-1.2013,-1.22567,-1.192,-1.18042,-0.941942,0.572604,
13,23.4709,0.444738,-0.950783,-1.07806,-1.21833,-1.10716,-1.19437,-1.26559,-1.16501,-1.14086,-1.21631,-1.19786,-1.29169,-1.19786,-1.21631,-1.14086,-1.16501,-1.26559,-1.19437,-1.10716,-1.21833,-1.07806,-0.950783,0.444738,
14,23.6451,0.487328,-0.884293,-1.06868,-1.1631,-1.22491,-1.15872,-1.2334,-1.28134,-1.25068,-1.22098,-1.20543,-1.23668,-1.20543,-1.22098,-1.25068,-1.28134,-1.2334,-1.15872,-1.22491,-1.1631,-1.06868,-0.884293,0.487328,
15,23.38,0.496956,-0.968942,-1.10422,-1.16295,-1.25445,-1.20033,-1.13301,-1.19938,-1.18367,-1.25481,-1.09976,-1.25084,-1.09976,-1.25481,-1.18367,-1.19938,-1.13301,-1.20033,-1.25445,-1.16295,-1.10422,-0.968942,0.496956,
16,23.6447,0.612906,-0.826862,-1.16896,-1.15348,-1.15038,-1.11405,-1.22713,-1.24237,-1.38525,-1.30376,-1.29324,-1.13957,-1.29324,-1.30376,-1.38525,-1.24237,-1.22713,-1.11405,-1.15038,-1.15348,-1.16896,-0.826862,0.612906,
17,23.5462,0.462694,-0.922722,-1.09642,-1.15967,-1.24221,-1.20964,-1.16673,-1.15242,-1.16484,-1.15868,-1.29257,-1.33978,-1.29257,-1.15868,-1.16484,-1.15242,-1.16673,-1.20964,-1.24221,-1.15967,-1.09642,-0.922722,0.462694,
18,23.5266,0.538318,-1.03734,-1.01711,-1.26649,-1.24791,-1.21307,-1.19401,-1.31833,-1.24343,-1.0611,-1.11529,-1.17514,-1.11529,-1.0611,-1.24343,-1.31833,-1.19401,-1.21307,-1.24791,-1.26649,-1.01711,-1.03734,0.538318,
19,23.4437,0.523037,-0.834349,-1.08689,-1.22833,-1.2593,-1.14096,-1.14493,-1.26384,-1.24399,-1.25276,-1.18396,-1.21111,-1.18396,-1.25276,-1.24399,-1.26384,-1.14493,-1.14096,-1.2593,-1.22833,-1.08689,-0.834349,0.523037,
20,23.7109,0.478207,-0.854331,-1.11634,-1.19567,-1.22964,-1.18845,-1.29698,-1.22756,-1.24813,-1.12816,-1.19015,-1.31643,-1.19015,-1.12816,-1.24813,-1.22756,-1.29698,-1.18845,-1.22964,-1.19567,-1.11634,-0.854331,0.478207,
21,23.591,0.565314,-0.919412,-1.07487,-1.13113,-1.28607,-1.29554,-1.28787,-1.26692,-1.28353,-1.15857,-1.09954,-1.1147,-1.09954,-1.15857,-1.28353,-1.26692,-1.28787,-1.29554,-1.28607,-1.13113,-1.07487,-0.919412,0.565314,
