Sample #,time 0,time 1,time 2,time 3,time 4,time 5,time 6,time 7,time 8,time 9,time 10,time 11,time 12,time 13,time 14,time 15,time 16,time 17,time 18,time 19,time 20,time 21,time 22,time 23,
0,12.1956,5.33714,3.10767,2.63526,2.60968,2.03647,2.5505,3.97585,3.99639,2.57246,2.13322,2.32169,2.33145,1.79353,2.16777,3.43388,3.76874,3.67134,4.45994,5.37756,5.65502,5.33002,6.51903,7.44392,
1,16.1588,10.191,8.93507,8.78919,7.739,5.97364,2.73852,0.758227,0.163306,-0.0773224,0.665928,1.92008,2.41076,3.33802,4.02149,4.3275,4.45486,4.1628,4.35396,4.10658,4.6112,6.54564,8.16624,9.68679,
2,21.2593,13.3539,10.0258,7.0166,6.43718,6.04452,4.93772,3.87269,4.30126,4.30272,1.81645,-1.01561,-2.30233,-3.96061,-4.2015,-3.50503,-1.73522,0.129449,0.176083,1.61647,2.27719,5.77298,9.35697,14.1018,
3,8.51281,2.92853,2.01182,0.675067,-0.107194,-0.66027,-0.671416,-0.655876,-0.0689317,0.0996735,-0.166006,-1.55108,-1.86968,-2.09279,-1.78255,-1.30276,-0.855481,-0.388621,-0.554393,0.51229,0.512853,0.987743,2.45391,3.74274,
4,17.6284,12.3642,10.6659,9.84759,8.3018,7.22607,6.49495,5.12141,3.33178,2.05106,2.82017,2.68843,2.92556,4.02214,5.01539,5.60042,5.5061,5.30839,5.28415,6.40872,6.93064,6.48258,7.64549,10.3755,
5,18.7994,12.0274,8.16009,6.67485,6.66325,5.95052,4.23279,4.20041,4.03611,3.78809,4.31405,4.04827,2.68153,1.09084,1.11829,0.955019,1.92479,2.30271,2.53991,3.15712,4.36139,4.54946,6.36502,11.0876,
6,14.6709,8.87288,8.07139,6.88833,5.77683,5.39331,4.62395,2.18156,1.33481,0.885906,-0.528501,-1.38438,-2.07873,-1.26796,0.475725,2.45341,4.36535,5.79035,6.12518,5.44716,4.4834,5.25583,6.62579,9.09264,
7,15.7616,9.42979,5.90918,2.6839,1.42384,0.735995,0.0339976,0.558472,1.45414,1.39105,2.22029,2.34038,2.1959,1.67807,2.09967,2.93989,2.90759,4.20385,5.4015,6.50042,7.29451,7.88829,8.80947,9.70046,
8,21.2801,16.5048,15.0652,13.2139,12.6154,9.75567,6.86264,5.09967,3.63511,1.20024,0.484583,0.71811,1.36424,2.33111,3.25105,3.72334,3.37104,3.15687,2.66705,3.81917,4.39194,6.4947,10.0701,13.7107,
9,16.8394,10.5155,8.08906,6.90534,5.79491,3.92764,1.42215,-1.0442,-2.75691,-1.94809,-1.55372,-1.44635,-0.989158,-0.598443,-0.430652,-0.221946,1.56093,3.10834,4.65803,6.54716,7.94172,8.74446,10.1642,11.7782,
10,17.7123,9.4747,4.89595,2.57074,1.0019,-0.0318562,-0.362369,-0.00896859,0.00295897,-0.726198,-1.46852,-1.04285,0.228167,1.65594,3.29562,3.92949,5.27096,4.32918,3.7272,4.07564,5.10649,5.86548,7.13409,10.0454,
11,30.609,20.56,15.5353,10.7671,9.16325,6.99102,4.75833,2.04603,-0.222514,-0.581723,0.596281,2.5098,1.75972,0.78148,-0.587242,0.347331,1.61686,2.40716,4.1513,7.53408,13.1318,18.1442,20.8844,24.121,
12,16.9707,11.568,10.294,9.92217,10.2252,9.04455,7.97923,5.24271,4.27104,3.93711,3.66331,2.64106,2.08321,2.94856,3.53251,2.40704,3.24822,4.64831,5.96368,6.05382,7.10342,8.24852,10.192,12.0477,
13,12.7541,6.64033,4.3404,3.68516,2.21956,2.61494,2.69221,1.83161,0.746775,-0.439568,-1.81172,-1.83089,-1.14108,-1.07585,-0.452222,-0.425842,-0.0410268,0.685826,0.504605,0.666453,1.32913,1.94708,3.29414,5.574,
14,24.3376,17.5001,14.708,12.2781,9.09243,7.4849,6.35684,5.4313,4.20813,4.01676,4.41723,5.57255,5.30219,4.33747,1.20274,0.0258872,-1.37613,-2.93199,-3.86017,-3.23303,-0.473731,4.82096,9.94924,14.9093,
15,19.1471,12.4324,10.7482,9.68801,8.6813,7.40431,6.22323,6.4145,4.87476,3.7957,3.58359,4.75396,5.17565,7.42797,8.1424,8.03701,7.04878,5.99508,6.19271,7.45723,8.8332,11.0351,12.0965,14.0666,
16,18.9737,12.6978,8.57497,6.06207,4.58161,4.30174,3.63418,3.30883,2.51968,1.03195,-0.68271,-2.19684,-3.24051,-3.21083,-2.61236,-2.44458,-1.64233,-0.216886,0.135022,0.531943,1.57551,3.61863,7.43384,10.9607,
17,15.2418,8.62507,7.31518,6.9641,6.59869,4.78157,3.0582,1.49251,-0.743384,-1.36119,-0.328437,-0.111522,1.25606,2.36754,3.17849,2.79902,2.94257,1.89693,2.2539,3.34653,3.11266,3.54878,6.27112,8.10965,
18,17.9888,11.9055,9.72418,8.54578,7.63282,5.18958,2.96495,1.35428,-0.158483,-0.76532,-1.29152,-0.647208,0.652692,2.23446,1.71784,2.00702,1.50705,1.92907,2.27134,2.75418,3.59909,6.33605,8.52158,11.0275,
19,18.4129,9.62696,4.83224,0.73905,-1.89852,-2.17604,-1.10243,-0.42398,1.38576,2.29455,2.39805,3.19643,3.75493,4.27191,6.41247,6.91581,7.30164,8.22482,9.16962,9.53301,9.27005,10.4521,11.8532,13.562,
20,15.5315,7.63184,5.72462,4.01919,3.99563,3.85246,3.24154,3.21153,2.6522,1.46994,0.605027,-0.667077,-1.52453,-2.006,-1.40596,-0.345275,0.0695426,0.245613,2.57264,5.0778,6.68349,8.26295,8.86146,9.54708,
21,15.0055,7.93435,4.95142,2.7302,1.14444,0.0513408,0.228301,0.0647079,1.42777,1.2762,2.17286,2.56907,1.84416,2.24358,2.10897,2.37723,3.49732,3.4857,3.69746,4.13808,4.5453,5.04084,6.09336,8.91192,
22,19.4851,12.6461,12.046,10.3478,9.01004,8.18596,7.53501,5.19793,3.39146,2.50389,1.60252,1.14628,1.45791,2.05823,2.80574,3.73345,4.59552,6.46998,6.6291,7.14111,7.24882,7.6297,10.3836,11.5467,
