Sample #,time 0,time 1,time 2,time 3,time 4,time 5,time 6,time 7,time 8,time 9,time 10,time 11,time 12,time 13,time 14,time 15,time 16,time 17,time 18,time 19,time 20,time 21,time 22,time 23,
0,24.4893,0.978896,-0.731482,-0.643579,-0.510474,-0.617329,-0.404574,-1.35635,-1.12554,-0.538271,-0.691422,-0.389298,-0.567461,-0.539412,-0.154472,-0.852714,-0.488353,-0.345236,-0.668031,-1.07891,-0.419387,-0.222897,-0.246546,1.07668,
1,23.643,1.56487,-0.717214,-0.16554,-0.475278,-0.947226,-0.528697,-0.532376,-0.483325,-0.634033,-0.425927,-0.69548,-0.59743,-1.10539,-0.579564,-1.06961,-1.642,-0.530852,-1.03394,-0.526771,-0.487499,-0.272662,-0.517015,1.51349,
2,23.3207,1.49697,-0.181475,-0.332148,-0.661585,-0.761003,-0.891335,-0.560383,-0.976157,0.161203,-0.694529,-0.140272,-0.386249,-0.865573,-0.424065,-0.739715,-1.01313,-0.453233,-0.104327,0.0885804,-0.0989999,-0.611419,-0.177065,0.760605,
3,24.035,1.28651,-0.21796,-0.209104,-0.625076,-0.428735,-1.08191,-0.604835,-0.814468,-0.296367,-0.470566,-0.596319,-1.19922,-0.989413,-0.207268,-1.10937,-0.486874,-0.254594,-0.494143,-0.478018,-0.158019,-0.740029,0.153449,0.876275,
4,24.237,1.00987,-0.644387,-0.0670081,-0.442918,-0.817875,-0.533904,-0.567522,-0.20405,-0.455325,-0.853868,-0.788597,-0.307076,-0.533451,-0.65048,-0.886661,-0.641859,-0.58364,-0.662474,-1.16026,-0.715823,-0.981638,-0.489016,0.906158,
5,24.8322,1.16512,-0.483896,0.300487,-0.225623,-0.807637,-0.539567,-0.907706,-0.177425,-1.36582,-0.925788,-0.994858,-1.03991,-0.605179,-0.775034,-0.934414,-0.605299,-0.441806,-0.530593,-1.09774,-0.437373,-0.764045,-1.17996,1.09509,
6,24.2234,0.961864,-0.0474728,-0.739411,-1.25612,-0.596823,-0.95766,-0.264844,-0.806972,-0.530121,-0.826364,-0.827657,-0.583998,-1.11823,-0.741137,-0.302928,-0.703844,-0.302122,-0.330166,-0.854054,-0.568255,-0.341747,-1.21917,1.38724,
7,24.1252,1.54081,-1.22864,-0.994056,-0.66342,-0.644131,-0.194029,0.16423,-0.290627,-0.483631,-0.18147,-0.949087,-1.46,-0.928491,-0.392521,-0.93672,-0.315723,-0.280353,-0.7981,-0.342895,-1.04102,-0.947494,-0.490343,1.33003,
8,24.006,0.833084,-0.0695852,-0.187514,-0.845444,-0.724089,0.138699,-0.330803,-0.860654,-0.620604,-0.871809,-0.63839,-0.488597,-0.863176,-0.854862,-0.684854,-1.09974,-0.566506,-0.763507,-0.3638,-0.453868,-0.368342,-0.612466,0.766083,
9,24.1256,0.853707,-0.531994,-0.0724506,-0.871339,-0.689968,-0.863838,-0.711545,-0.888522,-0.553183,-0.357111,-0.759127,-1.65228,-0.824315,-0.319941,-1.11086,-0.316763,-0.761515,-0.778511,-0.0424015,-0.248471,-0.543854,-0.132152,0.950382,
10,23.4342,1.92448,0.37678,-0.833943,0.0688353,-0.685584,-0.882655,-0.858375,-1.0281,-0.714745,-0.648147,-0.626247,-0.30973,-0.678106,-0.29548,-0.987318,-0.399888,-0.962535,-0.582459,-0.788827,0.0458659,-0.514973,-0.499118,1.13917,
11,23.2558,1.47719,-0.415248,-0.346956,-0.242191,-0.0692775,0.0771755,-0.347355,-0.691921,-0.869722,-1.02594,-0.76817,-0.737325,-0.854468,-0.697222,-0.904269,-1.29665,-0.359919,-0.341398,0.0470664,-0.549659,-0.720031,-0.943004,1.01636,
12,24.9533,1.36656,-0.301492,-0.988863,-0.294314,-0.954252,-0.34147,-0.615433,-0.69119,-0.805732,-0.627161,-1.14176,-1.73958,-1.35343,-1.16412,-1.33905,-0.457808,-0.399001,-0.720762,-0.981538,-0.482658,-0.631095,-0.148574,0.810516,
13,24.2228,0.796342,0.390527,-0.853603,-1.04042,-0.69452,-1.12336,-1.06731,-0.587405,-1.27053,-0.182963,-0.366853,-0.369417,-1.05171,-0.649627,-0.768426,-1.13767,-0.703833,-0.472736,-0.382771,-1.15222,-0.288609,0.0703194,0.545815,
14,24.7557,0.609369,-0.152088,-0.423574,-1.57896,-0.561507,-0.522665,-1.39215,-1.13146,-0.776069,-0.283157,-0.77222,-0.944475,-0.647177,-0.367291,-0.384317,-0.473229,-0.789996,-0.716087,-0.114254,-0.781444,-0.340159,0.118812,1.73847,
15,23.9231,1.10112,-0.344305,0.0269397,0.101583,-0.298167,-0.665735,-0.160558,-0.852506,-0.819779,-1.239,-0.550447,-0.792301,-1.24794,-0.383529,-0.765267,-0.0647489,-0.777545,-0.576673,-1.02564,-0.231494,-1.1876,-0.582741,0.712592,
16,23.758,1.52158,-0.190846,-0.777835,-0.842144,-0.709339,-0.264274,-0.519558,-0.859705,-0.691677,-0.595666,-0.464002,-0.901378,-0.95454,-0.970391,-1.51179,-0.79925,-0.0511542,-0.945732,-0.342385,-0.447939,-0.656836,-0.00441169,1.91557,
17,24.4444,0.634214,-0.770015,-0.357618,-0.339951,-0.392871,-0.330257,-0.217084,-0.442616,-0.0595631,-1.11144,-0.817006,-0.25039,-0.185466,-0.422563,-0.458509,-0.291054,-0.237249,-0.757954,-0.868794,-0.550363,-0.892469,-0.748007,1.48233,
18,24.7553,1.12086,0.284647,-0.325367,-0.677924,-1.33952,-0.533202,-1.40313,-0.333258,-0.114486,0.151359,-0.238067,-0.619946,-0.690198,-0.292246,-0.703765,-1.13708,-0.996236,-1.21474,-0.395232,-0.737668,-0.986503,-0.374772,0.749711,
19,24.1119,1.13067,-0.715958,-0.370158,-0.683309,-0.193642,-0.997998,-0.910854,-1.08634,-0.827692,-0.855667,-1.04747,-0.552845,-1.24362,-0.582958,-0.404418,-0.183893,-0.449007,-0.43426,-0.454707,-0.447406,-0.576201,-0.468028,1.65013,
20,24.4182,1.09533,-0.198392,-0.640548,-0.589131,-1.58484,-0.638659,-0.69206,-0.810379,-0.686759,-0.843151,-0.725594,-0.638288,-0.31258,0.030252,-0.612346,-0.551744,-0.870736,-0.624161,-0.699286,-0.367185,-0.514916,-0.417208,1.06732,
21,24.7687,0.814618,-0.370958,-0.750631,-0.840452,-1.12747,-0.386589,0.314576,-0.658729,-0.979904,-0.770024,-0.00195342,-0.308218,-0.6364,-0.780484,-0.609033,-0.332051,-0.561806,-1.03455,-1.09771,-0.969561,-0.305188,-0.0938119,1.38174,
22,23.7983,1.07107,-0.947185,-0.870924,-0.462025,-0.432939,-0.535975,-0.575621,-0.488109,-0.835063,-0.703893,-0.244796,-0.149544,0.0270559,-0.815502,-1.01443,-0.4265,-0.566155,-0.920887,-0.232945,-0.458747,-0.197013,-0.704715,1.49119,
23,23.82,1.43007,-0.390877,-0.11897,-1.02142,-0.302088,-0.814727,-0.925433,-0.443735,-0.383498,-0.460874,0.162367,-0.67397,-0.373057,-0.706141,-0.21093,-0.572537,-0.152091,-0.725932,-0.271416,-0.48697,-0.497644,-0.179858,0.561602,
24,24.3838,0.755734,-0.180715,-0.378482,-0.538996,-0.530736,-0.124904,-0.337343,-0.816927,-0.666198,-0.809912,0.226216,-1.0159,-0.454585,-0.0991715,-1.31284,-0.921328,-0.512334,-0.677063,-1.111,-1.04068,-0.351683,-0.325872,0.632459,
