Sample #,time 0,time 1,time 2,time 3,time 4,time 5,time 6,time 7,time 8,time 9,time 10,time 11,time 12,time 13,time 14,time 15,time 16,time 17,time 18,time 19,time 20,time 21,time 22,time 23,time 24,time 25,time 26,time 27,time 28,time 29,time 30,time 31,time 32,time 33,time 34,time 35,time 36,time 37,time 38,time 39,
0,77.4334,41.0096,24.3629,14.0236,7.97594,4.61133,3.07005,2.94984,2.73945,2.29643,1.76658,0.551581,-0.364555,-0.702604,0.0322701,0.937033,1.82048,2.43526,2.68496,2.98266,3.27706,2.98266,2.68496,2.43526,1.82048,0.937033,0.0322701,-0.702604,-0.364555,0.551581,1.76658,2.29643,2.73945,2.94984,3.07005,4.61133,7.97594,14.0236,24.3629,41.0096,
1,77.3562,42.3208,27.4085,18.1919,12.4451,8.66409,6.19444,3.83289,2.12816,0.81417,0.374799,0.694655,1.37423,1.88032,1.99266,1.8206,1.42692,0.72699,0.0883453,0.0830056,-0.078965,0.0830056,0.0883453,0.72699,1.42692,1.8206,1.99266,1.88032,1.37423,0.694655,0.374799,0.81417,2.12816,3.83289,6.19444,8.66409,12.4451,18.1919,27.4085,42.3208,
2,77.8206,42.5616,27.0104,17.0418,10.8118,6.99469,4.57372,3.25526,3.38793,3.16069,2.25186,1.44492,1.23722,0.785911,0.109786,0.0164419,0.0387335,0.0501366,0.651575,1.22835,1.76174,1.22835,0.651575,0.0501366,0.0387335,0.0164419,0.109786,0.785911,1.23722,1.44492,2.25186,3.16069,3.38793,3.25526,4.57372,6.99469,10.8118,17.0418,27.0104,42.5616,
3,83.6179,49.0469,34.4394,25.0077,18.1991,12.9104,9.91655,7.86211,5.83319,3.92509,2.2416,0.927892,0.424894,0.320557,0.339128,0.292108,-0.120623,-0.916823,-1.003,-1.14496,-1.1227,-1.14496,-1.003,-0.916823,-0.120623,0.292108,0.339128,0.320557,0.424894,0.927892,2.2416,3.92509,5.83319,7.86211,9.91655,12.9104,18.1991,25.0077,34.4394,49.0469,
4,84.9182,48.9672,32.4271,21.7565,15.1525,11.2853,8.98804,7.28518,6.18202,5.52373,5.28401,5.49095,5.59693,4.92709,4.4858,4.22072,3.88334,4.30978,4.71919,4.69126,4.93941,4.69126,4.71919,4.30978,3.88334,4.22072,4.4858,4.92709,5.59693,5.49095,5.28401,5.52373,6.18202,7.28518,8.98804,11.2853,15.1525,21.7565,32.4271,48.9672,
5,82.6425,47.5325,32.3766,22.5023,16.358,12.7607,9.98654,7.76529,5.83072,4.79801,4.2599,4.15488,4.05207,3.61142,3.30029,2.74258,1.93034,1.02043,0.419232,-0.291877,-0.677538,-0.291877,0.419232,1.02043,1.93034,2.74258,3.30029,3.61142,4.05207,4.15488,4.2599,4.79801,5.83072,7.76529,9.98654,12.7607,16.358,22.5023,32.3766,47.5325,
6,84.8104,48.9883,32.6843,21.8237,14.7446,10.065,6.99951,5.11766,3.74576,2.9096,2.30606,1.04014,0.320538,0.255098,0.513233,0.894876,1.24981,1.6907,1.78086,1.60714,1.5537,1.60714,1.78086,1.6907,1.24981,0.894876,0.513233,0.255098,0.320538,1.04014,2.30606,2.9096,3.74576,5.11766,6.99951,10.065,14.7446,21.8237,32.6843,48.9883,
7,84.8413,49.6861,33.6524,23.1086,16.3711,11.6926,7.67241,4.75655,2.73644,1.20037,0.0445899,0.143803,0.369405,1.26566,1.67467,1.96825,2.4575,3.17937,3.73073,4.3674,4.36965,4.3674,3.73073,3.17937,2.4575,1.96825,1.67467,1.26566,0.369405,0.143803,0.0445899,1.20037,2.73644,4.75655,7.67241,11.6926,16.3711,23.1086,33.6524,49.6861,
8,77.6548,41.9684,26.0345,16.1269,9.90096,6.38307,4.86376,4.96862,5.5268,5.36542,5.09362,4.319,3.16622,2.19666,1.5936,1.55881,2.32671,2.86767,2.65585,2.27379,2.24189,2.27379,2.65585,2.86767,2.32671,1.55881,1.5936,2.19666,3.16622,4.319,5.09362,5.36542,5.5268,4.96862,4.86376,6.38307,9.90096,16.1269,26.0345,41.9684,
9,80.9633,45.0605,29.0376,18.6351,11.8208,7.16776,4.23801,2.98844,2.12767,1.52725,0.826477,-0.0505005,-1.33941,-2.47357,-3.41432,-4.3916,-5.1908,-5.8081,-5.688,-5.85857,-5.97822,-5.85857,-5.688,-5.8081,-5.1908,-4.3916,-3.41432,-2.47357,-1.33941,-0.0505005,0.826477,1.52725,2.12767,2.98844,4.23801,7.16776,11.8208,18.6351,29.0376,45.0605,
10,78.9993,44.7652,30.0867,20.7814,14.4886,10.2415,7.56022,6.60042,6.30877,6.37034,6.755,6.7857,6.39804,6.03103,6.1447,6.28449,5.96817,5.75925,5.6655,6.22586,6.69744,6.22586,5.6655,5.75925,5.96817,6.28449,6.1447,6.03103,6.39804,6.7857,6.755,6.37034,6.30877,6.60042,7.56022,10.2415,14.4886,20.7814,30.0867,44.7652,
11,78.138,43.3201,28.0298,18.616,12.7696,8.64962,5.08763,2.18486,0.600995,0.188973,0.405425,0.0440244,-0.854441,-2.0084,-2.49657,-2.72212,-2.92086,-2.31621,-1.19373,-0.508518,-0.181002,-0.508518,-1.19373,-2.31621,-2.92086,-2.72212,-2.49657,-2.0084,-0.854441,0.0440244,0.405425,0.188973,0.600995,2.18486,5.08763,8.64962,12.7696,18.616,28.0298,43.3201,
12,71.0152,36.6176,21.927,12.7374,6.80889,3.03057,0.868928,-0.470319,-1.52948,-1.82395,-1.26938,-1.00509,-0.45592,0.106943,0.862814,1.15616,1.83495,2.21667,2.83499,3.04009,3.31137,3.04009,2.83499,2.21667,1.83495,1.15616,0.862814,0.106943,-0.45592,-1.00509,-1.26938,-1.82395,-1.52948,-0.470319,0.868928,3.03057,6.80889,12.7374,21.927,36.6176,
13,81.7283,46.6906,31.25,21.8948,16.725,12.9885,10.3674,7.96801,5.18411,2.37837,0.252935,-1.58349,-3.1236,-4.06711,-4.41696,-4.36788,-4.63244,-4.67461,-4.6022,-4.66468,-4.84429,-4.66468,-4.6022,-4.67461,-4.63244,-4.36788,-4.41696,-4.06711,-3.1236,-1.58349,0.252935,2.37837,5.18411,7.96801,10.3674,12.9885,16.725,21.8948,31.25,46.6906,
14,75.0504,39.795,24.96,16.7732,11.4791,8.18326,5.51879,3.071,1.40239,0.325185,0.449067,0.685889,0.406436,0.538134,0.450128,0.650274,0.786326,0.859552,1.47754,1.8242,2.03824,1.8242,1.47754,0.859552,0.786326,0.650274,0.450128,0.538134,0.406436,0.685889,0.449067,0.325185,1.40239,3.071,5.51879,8.18326,11.4791,16.7732,24.96,39.795,
15,75.6865,41.167,26.4658,17.9494,12.5312,8.74261,5.82555,3.29693,1.14001,-1.09374,-2.63725,-2.94638,-3.27543,-3.28741,-3.49316,-4.30677,-5.19565,-5.19578,-4.79241,-4.41025,-4.28183,-4.41025,-4.79241,-5.19578,-5.19565,-4.30677,-3.49316,-3.28741,-3.27543,-2.94638,-2.63725,-1.09374,1.14001,3.29693,5.82555,8.74261,12.5312,17.9494,26.4658,41.167,
16,77.8346,42.3939,26.96,17.3909,11.3651,7.18235,4.70476,2.72497,1.08207,-0.00485244,-0.659223,-0.937639,-1.14426,-1.21042,-0.980148,-0.746647,-1.03611,-1.44759,-1.577,-1.97146,-1.87476,-1.97146,-1.577,-1.44759,-1.03611,-0.746647,-0.980148,-1.21042,-1.14426,-0.937639,-0.659223,-0.00485244,1.08207,2.72497,4.70476,7.18235,11.3651,17.3909,26.96,42.3939,
17,74.1157,39.8704,25.1909,15.971,10.1763,6.62733,4.26868,2.93764,2.64232,2.18098,1.76361,0.670576,0.236846,0.198169,0.135124,-0.64074,-0.935034,-1.48027,-1.60934,-1.404,-1.17236,-1.404,-1.60934,-1.48027,-0.935034,-0.64074,0.135124,0.198169,0.236846,0.670576,1.76361,2.18098,2.64232,2.93764,4.26868,6.62733,10.1763,15.971,25.1909,39.8704,
18,81.9786,46.0901,29.4722,18.8551,11.9072,7.08951,4.54925,3.36805,3.97689,4.19173,3.98023,3.36836,2.75849,2.1821,2.25141,2.55583,2.80699,2.68451,2.48933,2.9647,3.17545,2.9647,2.48933,2.68451,2.80699,2.55583,2.25141,2.1821,2.75849,3.36836,3.98023,4.19173,3.97689,3.36805,4.54925,7.08951,11.9072,18.8551,29.4722,46.0901,
19,76.2952,41.1489,25.6148,15.5326,8.39296,4.52973,2.16818,0.80946,0.249566,0.0893197,0.211381,-0.282639,-1.71004,-2.85756,-3.46626,-3.94273,-3.6484,-3.05507,-1.71195,-0.341209,0.0489691,-0.341209,-1.71195,-3.05507,-3.6484,-3.94273,-3.46626,-2.85756,-1.71004,-0.282639,0.211381,0.0893197,0.249566,0.80946,2.16818,4.52973,8.39296,15.5326,25.6148,41.1489,
20,77.8449,43.1573,28.0732,18.7251,13.5353,10.5184,8.02011,6.30132,5.06308,4.18412,3.93521,3.33017,3.17835,3.81123,4.14692,4.15611,4.19707,4.00668,3.48203,2.64721,2.25531,2.64721,3.48203,4.00668,4.19707,4.15611,4.14692,3.81123,3.17835,3.33017,3.93521,4.18412,5.06308,6.30132,8.02011,10.5184,13.5353,18.7251,28.0732,43.1573,
21,78.0945,42.5971,27.479,18.26,12.5443,8.70275,5.61628,3.94825,2.86949,2.4884,2.26309,2.69763,2.64374,2.27315,2.04482,1.60376,0.361388,-1.96266,-4.22671,-5.32935,-5.8953,-5.32935,-4.22671,-1.96266,0.361388,1.60376,2.04482,2.27315,2.64374,2.69763,2.26309,2.4884,2.86949,3.94825,5.61628,8.70275,12.5443,18.26,27.479,42.5971,
