Sample #,time 0,time 1,time 2,time 3,time 4,time 5,time 6,time 7,time 8,time 9,time 10,time 11,time 12,time 13,time 14,time 15,time 16,time 17,time 18,time 19,time 20,time 21,time 22,time 23,time 24,time 25,time 26,time 27,time 28,time 29,time 30,time 31,time 32,time 33,time 34,time 35,time 36,time 37,time 38,time 39,
0,29.1377,0.895787,0.130136,0.0759716,0.0743613,0.0124256,0.0806297,0.0421174,0.0511993,-0.00916669,-0.0144621,0.0411877,0.0308629,0.0398475,-0.0599026,-0.0629649,0.0445583,-0.0369393,-0.063187,-0.0212854,-0.02701,-0.0212854,-0.063187,-0.0369393,0.0445583,-0.0629649,-0.0599026,0.0398475,0.0308629,0.0411877,-0.0144621,-0.00916669,0.0511993,0.0421174,0.0806297,0.0124256,0.0743613,0.0759716,0.130136,0.895787,
1,29.1856,0.841083,0.165064,0.102195,0.00253423,0.00163126,0.00284325,-0.0259987,-0.0661662,-0.085263,0.0174731,0.0465134,0.0044749,-0.0662405,0.0597015,0.00954446,-0.00119521,-0.000160611,-0.0415128,0.030223,0.0981937,0.030223,-0.0415128,-0.000160611,-0.00119521,0.00954446,0.0597015,-0.0662405,0.0044749,0.0465134,0.0174731,-0.085263,-0.0661662,-0.0259987,0.00284325,0.00163126,0.00253423,0.102195,0.165064,0.841083,
2,29.153,0.918951,0.221408,0.0381619,0.0166469,-0.0329965,0.00575972,-0.0538807,0.00229928,-0.0485972,-0.0303691,-0.0514353,-0.000600991,-0.0115706,-0.00473091,0.0411767,0.0196572,-0.0683343,-0.0108324,0.0207213,-0.0859041,0.0207213,-0.0108324,-0.0683343,0.0196572,0.0411767,-0.00473091,-0.0115706,-0.000600991,-0.0514353,-0.0303691,-0.0485972,0.00229928,-0.0538807,0.00575972,-0.0329965,0.0166469,0.0381619,0.221408,0.918951,
3,29.1186,0.815261,0.180465,0.0767689,0.0859114,0.0235578,-0.0585103,0.00833917,-0.0520003,0.0126488,0.00958308,-0.0197602,-0.0496562,-0.0545308,0.0253654,-0.0160313,-0.0448609,-0.0321895,-0.0286568,-0.0149049,-0.0906733,-0.0149049,-0.0286568,-0.0321895,-0.0448609,-0.0160313,0.0253654,-0.0545308,-0.0496562,-0.0197602,0.00958308,0.0126488,-0.0520003,0.00833917,-0.0585103,0.0235578,0.0859114,0.0767689,0.180465,0.815261,
4,29.1794,0.931408,0.240759,0.0792851,0.0484127,-0.0584681,-0.0395012,-0.00320104,0.0554941,-0.0404626,0.0450323,-0.0135891,-0.0200848,0.0551541,-0.0537101,0.0591748,-0.0275291,-0.0299909,-0.029953,-0.000655292,0.0804446,-0.000655292,-0.029953,-0.0299909,-0.0275291,0.0591748,-0.0537101,0.0551541,-0.0200848,-0.0135891,0.0450323,-0.0404626,0.0554941,-0.00320104,-0.0395012,-0.0584681,0.0484127,0.0792851,0.240759,0.931408,
5,29.1752,0.880605,0.146679,0.0738483,0.0589992,0.0904708,-0.00196706,0.0656317,0.0565901,0.0728955,-0.0468797,0.0530627,-0.0465592,-0.0697263,-0.014644,0.0211306,0.0419515,0.0176658,0.0280975,-0.0331658,-0.0343612,-0.0331658,0.0280975,0.0176658,0.0419515,0.0211306,-0.014644,-0.0697263,-0.0465592,0.0530627,-0.0468797,0.0728955,0.0565901,0.0656317,-0.00196706,0.0904708,0.0589992,0.0738483,0.146679,0.880605,
6,29.0554,0.859569,0.155135,-0.00663879,0.0174344,0.00274339,-0.000876106,-0.0809452,-0.0577232,-0.0278638,-0.0266725,-0.0120855,-0.0753551,0.0580685,-0.0526213,-0.0269765,-0.0482142,-0.0732913,0.0198539,-0.00317216,-0.0767496,-0.00317216,0.0198539,-0.0732913,-0.0482142,-0.0269765,-0.0526213,0.0580685,-0.0753551,-0.0120855,-0.0266725,-0.0278638,-0.0577232,-0.0809452,-0.000876106,0.00274339,0.0174344,-0.00663879,0.155135,0.859569,
7,29.1007,0.943505,0.147247,0.000976527,-0.0131597,-0.00769568,0.0159644,0.0318496,0.0311588,0.022712,-0.0177673,-0.016177,-0.0187936,0.0555016,-0.00759269,-0.01524,0.0175531,0.0399598,-0.022435,0.0156029,-0.0223412,0.0156029,-0.022435,0.0399598,0.0175531,-0.01524,-0.00759269,0.0555016,-0.0187936,-0.016177,-0.0177673,0.022712,0.0311588,0.0318496,0.0159644,-0.00769568,-0.0131597,0.000976527,0.147247,0.943505,
8,29.0876,0.85172,0.218528,0.112474,0.0259368,-0.0582773,0.0124561,0.0386846,-0.01991,-0.0069796,0.0476758,0.074022,-0.0242419,0.0722925,0.00171106,0.00292436,-0.040448,0.00487188,-0.051001,-0.0354938,-0.0154767,-0.0354938,-0.051001,0.00487188,-0.040448,0.00292436,0.00171106,0.0722925,-0.0242419,0.074022,0.0476758,-0.0069796,-0.01991,0.0386846,0.0124561,-0.0582773,0.0259368,0.112474,0.218528,0.85172,
9,29.1728,0.893762,0.26003,0.0887904,0.0453183,-0.0126876,-0.0111555,0.00868231,-0.000982173,0.00342538,-0.0030181,0.0114141,0.00543596,0.0154276,0.0146408,0.00899837,-0.0128129,0.0454224,-0.00225485,-0.0130911,-0.0133849,-0.0130911,-0.00225485,0.0454224,-0.0128129,0.00899837,0.0146408,0.0154276,0.00543596,0.0114141,-0.0030181,0.00342538,-0.000982173,0.00868231,-0.0111555,-0.0126876,0.0453183,0.0887904,0.26003,0.893762,
10,29.0063,0.925011,0.184943,0.162307,0.0421417,0.0365505,-0.0197851,-0.0215168,0.0559201,-0.0361636,0.0597394,0.0161916,0.0234544,0.00851742,-0.0223056,-0.0416794,-0.0960351,-0.0514801,0.0425378,0.0586582,0.0846555,0.0586582,0.0425378,-0.0514801,-0.0960351,-0.0416794,-0.0223056,0.00851742,0.0234544,0.0161916,0.0597394,-0.0361636,0.0559201,-0.0215168,-0.0197851,0.0365505,0.0421417,0.162307,0.184943,0.925011,
11,29.2166,0.907499,0.244362,0.104866,-0.0198332,0.047525,0.0723462,-0.0266825,0.0194536,0.0521604,-0.0168991,-0.0436228,0.0185796,-0.00659416,0.0357613,0.0917862,0.0262051,0.0746499,0.00742359,0.000700218,-0.022148,0.000700218,0.00742359,0.0746499,0.0262051,0.0917862,0.0357613,-0.00659416,0.0185796,-0.0436228,-0.0168991,0.0521604,0.0194536,-0.0266825,0.0723462,0.047525,-0.0198332,0.104866,0.244362,0.907499,
