Sample #,time 0,time 1,time 2,time 3,time 4,time 5,time 6,time 7,time 8,time 9,time 10,time 11,time 12,time 13,time 14,time 15,time 16,time 17,time 18,time 19,time 20,time 21,time 22,time 23,time 24,time 25,time 26,time 27,time 28,time 29,time 30,time 31,time 32,time 33,time 34,time 35,time 36,time 37,time 38,time 39,
0,40.8555,28.4166,23.1598,19.0555,15.6495,12.7244,10.1843,7.92277,5.81242,4.11439,2.60764,1.07127,-0.317958,-1.49498,-2.65415,-3.51819,-4.13191,-4.58648,-4.81118,-4.8859,-4.90579,-4.8859,-4.81118,-4.58648,-4.13191,-3.51819,-2.65415,-1.49498,-0.317958,1.07127,2.60764,4.11439,5.81242,7.92277,10.1843,12.7244,15.6495,19.0555,23.1598,28.4166,
1,32.1835,20.1696,15.5849,12.279,9.81611,8.06108,6.65221,5.34918,4.20148,3.16723,2.26091,1.63893,1.35622,1.11876,1.12372,1.2814,1.53412,1.77182,1.838,1.7856,1.81326,1.7856,1.838,1.77182,1.53412,1.2814,1.12372,1.11876,1.35622,1.63893,2.26091,3.16723,4.20148,5.34918,6.65221,8.06108,9.81611,12.279,15.5849,20.1696,
2,29.0861,17.7349,13.8578,10.9622,8.71472,7.12512,5.84292,4.75157,3.74187,2.73379,1.93478,1.21836,0.61497,0.275971,0.186599,0.0539615,0.134852,0.257691,0.388424,0.417195,0.481701,0.417195,0.388424,0.257691,0.134852,0.0539615,0.186599,0.275971,0.61497,1.21836,1.93478,2.73379,3.74187,4.75157,5.84292,7.12512,8.71472,10.9622,13.8578,17.7349,
3,32.978,20.1966,15.1604,11.3539,8.24207,5.8197,3.80962,2.05339,1.10432,0.506028,0.202521,0.197706,0.268358,0.36372,0.423276,0.458282,0.349051,0.272082,-0.0540536,-0.408562,-0.483662,-0.408562,-0.0540536,0.272082,0.349051,0.458282,0.423276,0.36372,0.268358,0.197706,0.202521,0.506028,1.10432,2.05339,3.80962,5.8197,8.24207,11.3539,15.1604,20.1966,
4,33.0405,21.262,16.882,13.5822,10.97,8.69601,6.79466,5.30295,4.08868,3.14082,2.32049,1.71232,1.3385,1.04982,0.781538,0.435847,-0.0872742,-0.725708,-1.34409,-1.86239,-2.04848,-1.86239,-1.34409,-0.725708,-0.0872742,0.435847,0.781538,1.04982,1.3385,1.71232,2.32049,3.14082,4.08868,5.30295,6.79466,8.69601,10.97,13.5822,16.882,21.262,
5,34.48,21.4374,15.4637,10.8433,7.01058,3.97304,1.62425,-0.0240923,-1.373,-2.20751,-2.82315,-3.04909,-2.907,-2.52589,-1.88551,-1.08965,0.0227664,1.26633,2.38151,3.21241,3.58219,3.21241,2.38151,1.26633,0.0227664,-1.08965,-1.88551,-2.52589,-2.907,-3.04909,-2.82315,-2.20751,-1.373,-0.0240923,1.62425,3.97304,7.01058,10.8433,15.4637,21.4374,
6,31.4503,19.4385,14.7649,11.103,8.10776,5.6793,3.42165,1.62551,0.131648,-1.02357,-1.89432,-2.29958,-2.42454,-2.50597,-2.41008,-2.21169,-2.01391,-1.8945,-1.91098,-1.8824,-1.91853,-1.8824,-1.91098,-1.8945,-2.01391,-2.21169,-2.41008,-2.50597,-2.42454,-2.29958,-1.89432,-1.02357,0.131648,1.62551,3.42165,5.6793,8.10776,11.103,14.7649,19.4385,
7,30.6494,18.4221,13.4045,9.56548,6.59266,4.07262,2.20053,0.734985,-0.328807,-0.964082,-1.2515,-1.56258,-1.82307,-1.91169,-2.04408,-1.9472,-1.94512,-2.02095,-2.22226,-2.41683,-2.52898,-2.41683,-2.22226,-2.02095,-1.94512,-1.9472,-2.04408,-1.91169,-1.82307,-1.56258,-1.2515,-0.964082,-0.328807,0.734985,2.20053,4.07262,6.59266,9.56548,13.4045,18.4221,
8,32.5379,20.5355,15.81,12.0145,8.79698,6.14214,4.01805,2.15935,0.797869,-0.156053,-0.852328,-1.22317,-1.09755,-0.393881,0.332152,1.20046,1.97538,2.72029,3.36349,3.77512,3.89316,3.77512,3.36349,2.72029,1.97538,1.20046,0.332152,-0.393881,-1.09755,-1.22317,-0.852328,-0.156053,0.797869,2.15935,4.01805,6.14214,8.79698,12.0145,15.81,20.5355,
9,35.1648,23.2169,18.5672,15.1681,12.5027,10.3407,8.44406,6.76928,5.48763,4.53941,3.83161,3.28613,2.71216,2.25725,1.96483,1.7681,1.71697,1.68962,1.57497,1.45849,1.28794,1.45849,1.57497,1.68962,1.71697,1.7681,1.96483,2.25725,2.71216,3.28613,3.83161,4.53941,5.48763,6.76928,8.44406,10.3407,12.5027,15.1681,18.5672,23.2169,
