Sample #,time 0,time 1,time 2,time 3,time 4,time 5,time 6,time 7,time 8,time 9,time 10,time 11,time 12,time 13,time 14,time 15,time 16,time 17,time 18,time 19,time 20,time 21,time 22,time 23,time 24,time 25,time 26,time 27,time 28,time 29,time 30,time 31,time 32,time 33,time 34,time 35,time 36,time 37,time 38,time 39,
10,58.4048,2.4276,-1.0406,-1.49436,-1.53176,-1.74908,-1.59569,-1.75566,-1.82231,-1.81528,-1.6839,-1.79476,-1.82783,-1.66482,-1.83153,-1.99731,-1.77607,-1.78152,-1.7562,-1.74764,-1.92738,-1.74764,-1.7562,-1.78152,-1.77607,-1.99731,-1.83153,-1.66482,-1.82783,-1.79476,-1.6839,-1.81528,-1.82231,-1.75566,-1.59569,-1.74908,-1.53176,-1.49436,-1.0406,2.4276,
11,58.2347,2.5005,-0.928284,-1.6179,-1.65932,-1.8298,-1.7987,-1.74945,-1.61927,-1.71864,-1.78255,-1.85311,-1.98236,-1.78217,-1.71957,-1.78671,-1.86042,-1.76162,-1.62822,-1.55736,-1.96473,-1.55736,-1.62822,-1.76162,-1.86042,-1.78671,-1.71957,-1.78217,-1.98236,-1.85311,-1.78255,-1.71864,-1.61927,-1.74945,-1.7987,-1.8298,-1.65932,-1.6179,-0.928284,2.5005,
12,58.357,2.22783,-1.31473,-1.67414,-1.5364,-1.70334,-1.82309,-1.60591,-1.76089,-1.79916,-1.98589,-1.66244,-1.95611,-1.84199,-1.59729,-1.67601,-1.4655,-1.72056,-1.71758,-1.66164,-1.80732,-1.66164,-1.71758,-1.72056,-1.4655,-1.67601,-1.59729,-1.84199,-1.95611,-1.66244,-1.98589,-1.79916,-1.76089,-1.60591,-1.82309,-1.70334,-1.5364,-1.67414,-1.31473,2.22783,
13,58.5833,2.41212,-1.03474,-1.67319,-1.56423,-1.75172,-1.94277,-1.74739,-1.78788,-1.7948,-1.65845,-1.79289,-1.6763,-1.99164,-1.73113,-1.61105,-1.87242,-1.80886,-1.6518,-1.64252,-1.93999,-1.64252,-1.6518,-1.80886,-1.87242,-1.61105,-1.73113,-1.99164,-1.6763,-1.79289,-1.65845,-1.7948,-1.78788,-1.74739,-1.94277,-1.75172,-1.56423,-1.67319,-1.03474,2.41212,
14,58.1891,2.50059,-1.35949,-1.60092,-1.71446,-1.88078,-1.58261,-2.00723,-1.79336,-1.74565,-1.5969,-1.70484,-1.79436,-1.65153,-1.59292,-1.56054,-1.5375,-1.72526,-1.99805,-1.92167,-1.65417,-1.92167,-1.99805,-1.72526,-1.5375,-1.56054,-1.59292,-1.65153,-1.79436,-1.70484,-1.5969,-1.74565,-1.79336,-2.00723,-1.58261,-1.88078,-1.71446,-1.60092,-1.35949,2.50059,
15,58.1437,2.35421,-1.08396,-1.60542,-1.68763,-1.80941,-1.70845,-1.65893,-1.92115,-1.82259,-1.74545,-1.61255,-1.71615,-1.71705,-1.76143,-1.66965,-1.86842,-1.66881,-1.69263,-1.65142,-2.04987,-1.65142,-1.69263,-1.66881,-1.86842,-1.66965,-1.76143,-1.71705,-1.71615,-1.61255,-1.74545,-1.82259,-1.92115,-1.65893,-1.70845,-1.80941,-1.68763,-1.60542,-1.08396,2.35421,
16,58.2216,2.60001,-1.00457,-1.81632,-1.77461,-1.35241,-1.63514,-1.77686,-1.78738,-1.767,-1.78448,-1.72508,-1.74265,-1.71385,-1.70818,-1.82617,-1.92794,-1.77182,-1.76053,-1.83083,-2.00999,-1.83083,-1.76053,-1.77182,-1.92794,-1.82617,-1.70818,-1.71385,-1.74265,-1.72508,-1.78448,-1.767,-1.78738,-1.77686,-1.63514,-1.35241,-1.77461,-1.81632,-1.00457,2.60001,
17,58.139,2.45674,-0.996733,-1.37891,-1.71669,-1.61884,-1.70224,-1.45782,-1.81379,-1.74317,-1.72936,-1.68901,-1.69522,-1.83089,-1.6579,-1.80361,-1.87407,-1.99111,-1.99497,-1.94511,-1.7736,-1.94511,-1.99497,-1.99111,-1.87407,-1.80361,-1.6579,-1.83089,-1.69522,-1.68901,-1.72936,-1.74317,-1.81379,-1.45782,-1.70224,-1.61884,-1.71669,-1.37891,-0.996733,2.45674,
18,58.0936,2.38859,-1.3058,-1.60634,-1.7573,-1.75671,-1.87009,-1.80088,-1.57574,-1.75167,-1.95646,-1.7268,-1.46736,-1.73547,-1.80209,-1.66395,-1.64252,-1.76195,-1.69779,-1.58675,-1.93944,-1.58675,-1.69779,-1.76195,-1.64252,-1.66395,-1.80209,-1.73547,-1.46736,-1.7268,-1.95646,-1.75167,-1.57574,-1.80088,-1.87009,-1.75671,-1.7573,-1.60634,-1.3058,2.38859,
19,57.9245,2.26684,-1.10482,-1.60538,-1.74624,-1.74665,-1.74812,-1.6635,-1.61695,-1.7388,-1.56074,-1.55932,-1.76752,-1.66995,-1.60757,-1.86847,-1.87871,-1.63344,-1.91294,-1.93233,-1.73527,-1.93233,-1.91294,-1.63344,-1.87871,-1.86847,-1.60757,-1.66995,-1.76752,-1.55932,-1.56074,-1.7388,-1.61695,-1.6635,-1.74812,-1.74665,-1.74624,-1.60538,-1.10482,2.26684,
20,58.135,2.46604,-1.1151,-1.552,-1.51559,-1.77704,-1.61861,-1.88414,-1.95795,-1.78058,-1.98189,-1.65253,-1.71567,-1.71161,-1.6408,-1.9245,-1.79584,-1.91362,-1.63322,-1.57,-1.58572,-1.57,-1.63322,-1.91362,-1.79584,-1.9245,-1.6408,-1.71161,-1.71567,-1.65253,-1.98189,-1.78058,-1.95795,-1.88414,-1.61861,-1.77704,-1.51559,-1.552,-1.1151,2.46604,
21,58.4298,2.3753,-0.87778,-1.78062,-1.9599,-1.85758,-1.89472,-1.82889,-1.74064,-1.83383,-1.72556,-1.67363,-1.48478,-1.77177,-1.82001,-1.74749,-1.6455,-1.67298,-1.51385,-1.81476,-1.89184,-1.81476,-1.51385,-1.67298,-1.6455,-1.74749,-1.82001,-1.77177,-1.48478,-1.67363,-1.72556,-1.83383,-1.74064,-1.82889,-1.89472,-1.85758,-1.9599,-1.78062,-0.87778,2.3753,
22,58.5077,2.43189,-1.10998,-1.48832,-1.77992,-1.82936,-1.82071,-1.53658,-1.76867,-2.07089,-1.82857,-1.79525,-1.66374,-1.7259,-1.61154,-1.65115,-1.90649,-1.81553,-1.76612,-1.68227,-1.66957,-1.68227,-1.76612,-1.81553,-1.90649,-1.65115,-1.61154,-1.7259,-1.66374,-1.79525,-1.82857,-2.07089,-1.76867,-1.53658,-1.82071,-1.82936,-1.77992,-1.48832,-1.10998,2.43189,
23,58.153,2.51855,-0.87965,-1.50219,-1.6669,-1.82602,-1.72338,-1.87378,-1.82686,-1.70984,-1.82509,-1.99125,-1.6962,-1.77839,-1.66247,-2.01752,-1.86062,-1.63599,-1.5552,-1.73611,-1.65521,-1.73611,-1.5552,-1.63599,-1.86062,-2.01752,-1.66247,-1.77839,-1.6962,-1.99125,-1.82509,-1.70984,-1.82686,-1.87378,-1.72338,-1.82602,-1.6669,-1.50219,-0.87965,2.51855,
24,58.3619,2.29503,-1.26542,-1.72656,-1.6173,-1.58634,-1.75931,-1.69053,-1.83529,-1.88374,-1.67647,-1.71637,-1.75459,-1.69561,-1.89782,-1.71064,-1.53006,-1.69127,-1.69274,-1.75028,-1.99128,-1.75028,-1.69274,-1.69127,-1.53006,-1.71064,-1.89782,-1.69561,-1.75459,-1.71637,-1.67647,-1.88374,-1.83529,-1.69053,-1.75931,-1.58634,-1.6173,-1.72656,-1.26542,2.29503,
