Sample #,time 0,time 1,time 2,time 3,time 4,time 5,time 6,time 7,time 8,time 9,time 10,time 11,time 12,time 13,time 14,time 15,time 16,time 17,time 18,time 19,time 20,time 21,time 22,time 23,time 24,time 25,time 26,time 27,time 28,time 29,time 30,time 31,time 32,time 33,time 34,time 35,time 36,time 37,time 38,time 39,
0,44.9686,1.24443,-0.974114,-1.31599,-1.25541,-1.38751,-1.26351,-1.42181,-1.28398,-1.39087,-1.28645,-1.18412,-1.37681,-1.34922,-1.31845,-1.34077,-1.35809,-1.20051,-1.24275,-1.18973,-1.17725,-1.18973,-1.24275,-1.20051,-1.35809,-1.34077,-1.31845,-1.34922,-1.37681,-1.18412,-1.28645,-1.39087,-1.28398,-1.42181,-1.26351,-1.38751,-1.25541,-1.31599,-0.974114,1.24443,
1,44.8967,1.13743,-1.23029,-1.20049,-1.1994,-1.13269,-1.18579,-1.3725,-1.26903,-1.30893,-1.38629,-1.32916,-1.25653,-1.26198,-1.35861,-1.33999,-1.24023,-1.36655,-1.43904,-1.06104,-1.29448,-1.06104,-1.43904,-1.36655,-1.24023,-1.33999,-1.35861,-1.26198,-1.25653,-1.32916,-1.38629,-1.30893,-1.26903,-1.3725,-1.18579,-1.13269,-1.1994,-1.20049,-1.23029,1.13743,
2,44.9387,1.14753,-1.10759,-1.12199,-1.25654,-1.24928,-1.43568,-1.22589,-1.40732,-1.29138,-1.20072,-1.30656,-1.30584,-1.1343,-1.25495,-1.40364,-1.24081,-1.35261,-1.4829,-1.23691,-1.20391,-1.23691,-1.4829,-1.35261,-1.24081,-1.40364,-1.25495,-1.1343,-1.30584,-1.30656,-1.20072,-1.29138,-1.40732,-1.22589,-1.43568,-1.24928,-1.25654,-1.12199,-1.10759,1.14753,
3,44.778,1.40515,-0.974825,-1.3615,-1.31014,-1.30665,-1.41673,-1.38943,-1.48449,-1.32993,-1.29468,-1.27451,-1.15465,-1.25878,-1.22558,-1.24409,-1.31524,-1.26571,-1.23629,-1.28124,-1.33939,-1.28124,-1.23629,-1.26571,-1.31524,-1.24409,-1.22558,-1.25878,-1.15465,-1.27451,-1.29468,-1.32993,-1.48449,-1.38943,-1.41673,-1.30665,-1.31014,-1.3615,-0.974825,1.40515,
4,45.0337,1.41331,-0.940225,-1.10229,-1.1569,-1.24736,-1.43127,-1.29655,-1.30512,-1.2264,-1.45489,-1.47216,-1.44656,-1.49296,-1.28666,-1.36697,-1.22782,-1.3685,-1.29978,-1.11834,-1.37884,-1.11834,-1.29978,-1.3685,-1.22782,-1.36697,-1.28666,-1.49296,-1.44656,-1.47216,-1.45489,-1.2264,-1.30512,-1.29655,-1.43127,-1.24736,-1.1569,-1.10229,-0.940225,1.41331,
5,44.7778,1.31149,-1.02116,-1.25977,-1.3854,-1.33925,-1.33525,-1.34585,-1.35806,-1.38682,-1.23376,-1.36951,-1.13213,-1.17304,-1.25476,-1.10012,-1.36651,-1.27768,-1.26626,-1.34145,-1.50722,-1.34145,-1.26626,-1.27768,-1.36651,-1.10012,-1.25476,-1.17304,-1.13213,-1.36951,-1.23376,-1.38682,-1.35806,-1.34585,-1.33525,-1.33925,-1.3854,-1.25977,-1.02116,1.31149,
6,44.8078,1.15595,-0.924044,-1.18186,-1.24497,-1.21271,-1.4684,-1.24847,-1.29457,-1.22021,-1.23556,-1.24568,-1.35559,-1.44363,-1.36002,-1.20734,-1.3479,-1.38981,-1.39944,-1.25005,-1.05927,-1.25005,-1.39944,-1.38981,-1.3479,-1.20734,-1.36002,-1.44363,-1.35559,-1.24568,-1.23556,-1.22021,-1.29457,-1.24847,-1.4684,-1.21271,-1.24497,-1.18186,-0.924044,1.15595,
7,44.4883,1.12978,-0.911641,-1.20072,-1.10103,-1.15539,-1.19267,-1.17327,-1.20317,-1.33099,-1.18903,-1.54279,-1.23905,-1.31834,-1.34027,-1.28855,-1.45064,-1.21082,-1.3376,-1.48672,-1.40251,-1.48672,-1.3376,-1.21082,-1.45064,-1.28855,-1.34027,-1.31834,-1.23905,-1.54279,-1.18903,-1.33099,-1.20317,-1.17327,-1.19267,-1.15539,-1.10103,-1.20072,-0.911641,1.12978,
8,44.7393,1.2515,-0.855491,-1.23721,-1.11519,-1.16751,-1.23872,-1.21805,-1.37449,-1.22252,-1.32882,-1.43635,-1.49429,-1.31704,-1.26302,-1.21154,-1.38784,-1.29049,-1.50534,-1.22295,-1.46852,-1.22295,-1.50534,-1.29049,-1.38784,-1.21154,-1.26302,-1.31704,-1.49429,-1.43635,-1.32882,-1.22252,-1.37449,-1.21805,-1.23872,-1.16751,-1.11519,-1.23721,-0.855491,1.2515,
9,44.6478,1.26646,-0.982885,-1.31112,-1.20747,-1.14318,-1.38594,-1.24735,-1.3447,-1.17151,-1.24107,-1.20288,-1.36206,-1.26778,-1.52409,-1.26264,-1.453,-1.39175,-1.32327,-1.17042,-1.19457,-1.17042,-1.32327,-1.39175,-1.453,-1.26264,-1.52409,-1.26778,-1.36206,-1.20288,-1.24107,-1.17151,-1.3447,-1.24735,-1.38594,-1.14318,-1.20747,-1.31112,-0.982885,1.26646,
10,44.4446,1.06508,-1.0661,-1.29177,-1.18861,-1.2042,-1.34967,-1.2796,-1.36713,-1.50452,-1.30083,-1.2932,-1.20939,-1.17887,-1.23214,-1.22363,-1.3998,-1.17457,-1.28335,-1.18192,-1.11611,-1.18192,-1.28335,-1.17457,-1.3998,-1.22363,-1.23214,-1.17887,-1.20939,-1.2932,-1.30083,-1.50452,-1.36713,-1.2796,-1.34967,-1.2042,-1.18861,-1.29177,-1.0661,1.06508,
11,44.7525,1.33939,-0.885142,-1.12249,-1.18502,-1.15683,-1.04905,-1.16062,-1.2103,-1.32528,-1.29504,-1.51903,-1.43141,-1.37698,-1.32308,-1.44784,-1.35255,-1.34776,-1.38617,-1.39504,-1.49202,-1.39504,-1.38617,-1.34776,-1.35255,-1.44784,-1.32308,-1.37698,-1.43141,-1.51903,-1.29504,-1.32528,-1.2103,-1.16062,-1.04905,-1.15683,-1.18502,-1.12249,-0.885142,1.33939,
12,44.6386,1.37738,-0.914863,-1.24675,-1.3388,-1.34903,-1.27063,-1.19368,-1.41533,-1.27823,-1.30469,-1.20691,-1.11806,-1.42288,-1.34201,-1.30163,-1.41567,-1.38618,-1.35848,-1.19993,-1.26579,-1.19993,-1.35848,-1.38618,-1.41567,-1.30163,-1.34201,-1.42288,-1.11806,-1.20691,-1.30469,-1.27823,-1.41533,-1.19368,-1.27063,-1.34903,-1.3388,-1.24675,-0.914863,1.37738,
13,45.023,1.26481,-0.899216,-1.15729,-1.27437,-1.32197,-1.391,-1.23355,-1.40987,-1.34645,-1.32483,-1.30828,-1.4147,-1.31655,-1.32827,-1.3067,-1.22861,-1.28182,-1.44391,-1.25363,-1.07057,-1.25363,-1.44391,-1.28182,-1.22861,-1.3067,-1.32827,-1.31655,-1.4147,-1.30828,-1.32483,-1.34645,-1.40987,-1.23355,-1.391,-1.32197,-1.27437,-1.15729,-0.899216,1.26481,
14,44.7894,1.25905,-1.04147,-1.29468,-1.48322,-1.43524,-1.28528,-1.20286,-1.16169,-1.27538,-1.4289,-1.34488,-1.17653,-1.34268,-1.41785,-1.21008,-1.3978,-1.24078,-1.16752,-1.1702,-1.15335,-1.1702,-1.16752,-1.24078,-1.3978,-1.21008,-1.41785,-1.34268,-1.17653,-1.34488,-1.4289,-1.27538,-1.16169,-1.20286,-1.28528,-1.43524,-1.48322,-1.29468,-1.04147,1.25905,
15,44.7868,1.34616,-0.923884,-1.31072,-1.30143,-1.2793,-1.27852,-1.27732,-1.26439,-1.35544,-1.25047,-1.3777,-1.33496,-1.27149,-1.15848,-1.2428,-1.41866,-1.28637,-1.26953,-1.35649,-1.56321,-1.35649,-1.26953,-1.28637,-1.41866,-1.2428,-1.15848,-1.27149,-1.33496,-1.3777,-1.25047,-1.35544,-1.26439,-1.27732,-1.27852,-1.2793,-1.30143,-1.31072,-0.923884,1.34616,
16,45.0319,1.47874,-1.00342,-1.14179,-1.10875,-1.05024,-1.20041,-1.32814,-1.41002,-1.56501,-1.39059,-1.35227,-1.51404,-1.40259,-1.24714,-1.33118,-1.27737,-1.29858,-1.35245,-1.34201,-1.35742,-1.34201,-1.35245,-1.29858,-1.27737,-1.33118,-1.24714,-1.40259,-1.51404,-1.35227,-1.39059,-1.56501,-1.41002,-1.32814,-1.20041,-1.05024,-1.10875,-1.14179,-1.00342,1.47874,
17,44.7007,1.37114,-0.963785,-1.30749,-1.38921,-1.36721,-1.36832,-1.32122,-1.38365,-1.42611,-1.39773,-1.14794,-1.20476,-1.38202,-1.28575,-1.40549,-1.32863,-1.17507,-1.06654,-1.23493,-1.13123,-1.23493,-1.06654,-1.17507,-1.32863,-1.40549,-1.28575,-1.38202,-1.20476,-1.14794,-1.39773,-1.42611,-1.38365,-1.32122,-1.36832,-1.36721,-1.38921,-1.30749,-0.963785,1.37114,
18,45.0141,1.30303,-0.908537,-1.02332,-1.07437,-1.34995,-1.32448,-1.12614,-1.31637,-1.38861,-1.34578,-1.21912,-1.37284,-1.36823,-1.27153,-1.48338,-1.37713,-1.38184,-1.45331,-1.29356,-1.46311,-1.29356,-1.45331,-1.38184,-1.37713,-1.48338,-1.27153,-1.36823,-1.37284,-1.21912,-1.34578,-1.38861,-1.31637,-1.12614,-1.32448,-1.34995,-1.07437,-1.02332,-0.908537,1.30303,
19,44.8221,1.38446,-0.884141,-1.18081,-1.20689,-1.26865,-1.32617,-1.24403,-1.58878,-1.32541,-1.20372,-1.22922,-1.20538,-1.31135,-1.43255,-1.58953,-1.29985,-1.2868,-1.39817,-1.19471,-1.23873,-1.19471,-1.39817,-1.2868,-1.29985,-1.58953,-1.43255,-1.31135,-1.20538,-1.22922,-1.20372,-1.32541,-1.58878,-1.24403,-1.32617,-1.26865,-1.20689,-1.18081,-0.884141,1.38446,
20,44.8452,1.28386,-0.841945,-1.36006,-1.27049,-1.22541,-1.32582,-1.46971,-1.39364,-1.25949,-1.24146,-1.14401,-1.32151,-1.29823,-1.57942,-1.56754,-1.37354,-1.13076,-1.11435,-1.19631,-1.18557,-1.19631,-1.11435,-1.13076,-1.37354,-1.56754,-1.57942,-1.29823,-1.32151,-1.14401,-1.24146,-1.25949,-1.39364,-1.46971,-1.32582,-1.22541,-1.27049,-1.36006,-0.841945,1.28386,
21,44.9546,1.34643,-0.878382,-1.30708,-1.23534,-1.28265,-1.33241,-1.35157,-1.14044,-1.29682,-1.31839,-1.26589,-1.41481,-1.35966,-1.16406,-1.26927,-1.43074,-1.45221,-1.36518,-1.3295,-1.25862,-1.3295,-1.36518,-1.45221,-1.43074,-1.26927,-1.16406,-1.35966,-1.41481,-1.26589,-1.31839,-1.29682,-1.14044,-1.35157,-1.33241,-1.28265,-1.23534,-1.30708,-0.878382,1.34643,
22,45.0539,1.41638,-1.04499,-1.21851,-1.36443,-1.29125,-1.3498,-1.36821,-1.23505,-1.23592,-1.2633,-1.25053,-1.28912,-1.18396,-1.27047,-1.38336,-1.34213,-1.3974,-1.30466,-1.45511,-1.39023,-1.45511,-1.30466,-1.3974,-1.34213,-1.38336,-1.27047,-1.18396,-1.28912,-1.25053,-1.2633,-1.23592,-1.23505,-1.36821,-1.3498,-1.29125,-1.36443,-1.21851,-1.04499,1.41638,
23,44.5981,1.15397,-1.03198,-1.21935,-1.14832,-1.26676,-1.15554,-1.32887,-1.15384,-1.37622,-1.3867,-1.26529,-1.36807,-1.24113,-1.32118,-1.31173,-1.22068,-1.28858,-1.35051,-1.3603,-1.31592,-1.3603,-1.35051,-1.28858,-1.22068,-1.31173,-1.32118,-1.24113,-1.36807,-1.26529,-1.3867,-1.37622,-1.15384,-1.32887,-1.15554,-1.26676,-1.14832,-1.21935,-1.03198,1.15397,
24,44.8603,1.21327,-1.1191,-1.1672,-1.21505,-1.16341,-1.22205,-1.43869,-1.27669,-1.37656,-1.30033,-1.00798,-1.36357,-1.33648,-1.26344,-1.28178,-1.33625,-1.41753,-1.42288,-1.3161,-1.23668,-1.3161,-1.42288,-1.41753,-1.33625,-1.28178,-1.26344,-1.33648,-1.36357,-1.00798,-1.30033,-1.37656,-1.27669,-1.43869,-1.22205,-1.16341,-1.21505,-1.1672,-1.1191,1.21327,
